ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
242541_at	1.35e-17	6.63e-19	10.149429	32.250078	0.91942019	ABCA9	ATP binding cassette subfamily A member 9	ABCA9	ATP binding cassette subfamily A member 9	FALSE
209993_at	4.2e-08	7.39e-09	6.116096	9.447622	0.95935015	ABCB1	ATP binding cassette subfamily B member 1	ABCB1	ATP binding cassette subfamily B member 1	FALSE
223320_s_at	0.485	0.427	0.796131	-7.033864	0.07030544	ABCB10	ATP binding cassette subfamily B member 10	ABCB10	ATP binding cassette subfamily B member 10	FALSE
211224_s_at	0.00698	0.00364	-2.952541	-3.099988	-0.09168286	ABCB11	ATP binding cassette subfamily B member 11	ABCB11	ATP binding cassette subfamily B member 11	FALSE
207819_s_at	1.35e-05	3.66e-06	-4.801254	3.421921	-0.35573011	ABCB4	ATP binding cassette subfamily B member 4	ABCB4	ATP binding cassette subfamily B member 4	FALSE
1555371_at	6.76e-05	2.13e-05	-4.384618	1.73338	-0.17049039	ABCB5	ATP binding cassette subfamily B member 5	ABCB5	ATP binding cassette subfamily B member 5	FALSE
203192_at	1.41e-15	8.97e-17	-9.347567	27.392424	-1.12139676	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	ABCB6	ATP binding cassette subfamily B member 6 (LAN blood group)	FALSE
209620_s_at	0.00955	0.00516	-2.836674	-3.418969	-0.17416923	ABCB7	ATP binding cassette subfamily B member 7	ABCB7	ATP binding cassette subfamily B member 7	FALSE
206317_s_at	0.00526	0.00265	-3.054851	-2.808856	-0.18616934	ABCB8	ATP binding cassette subfamily B member 8	ABCB8	ATP binding cassette subfamily B member 8	FALSE
207561_s_at	0.245	0.196	-1.298307	-6.510646	-0.04538748	ABCB8///ASIC3	ATP binding cassette subfamily B member 8///acid sensing ion channel subunit 3	ASIC3	acid sensing ion channel subunit 3	FALSE
214209_s_at	0.00163	0.000715	-3.452577	-1.594686	-0.23178036	ABCB9	ATP binding cassette subfamily B member 9	ABCB9	ATP binding cassette subfamily B member 9	FALSE
202805_s_at	0.00207	0.000936	-3.373548	-1.846202	-0.43046795	ABCC1	ATP binding cassette subfamily C member 1	ABCC1	ATP binding cassette subfamily C member 1 (ABCC1 blood group)	FALSE
213485_s_at	0.000431	0.000164	-3.862641	-0.210732	-0.35688937	ABCC10	ATP binding cassette subfamily C member 10	ABCC10	ATP binding cassette subfamily C member 10	FALSE
1554911_at	0.0114	0.00629	-2.770026	-3.597233	-0.10718853	ABCC11	ATP binding cassette subfamily C member 11	ABCC11	ATP binding cassette subfamily C member 11	FALSE
1553410_a_at	0.355	0.299	-1.042043	-6.808566	-0.04126025	ABCC12	ATP binding cassette subfamily C member 12	ABCC12	ATP binding cassette subfamily C member 12	FALSE
233371_at	2.51e-16	1.44e-17	9.64782	29.199985	0.44315842	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	FALSE
206155_at	9.19e-05	2.99e-05	-4.300773	1.407899	-0.48447223	ABCC2	ATP binding cassette subfamily C member 2	ABCC2	ATP binding cassette subfamily C member 2	FALSE
230682_x_at	0.00423	0.00207	-3.132007	-2.58349	-0.35049156	ABCC3	ATP binding cassette subfamily C member 3	ABCC3	ATP binding cassette subfamily C member 3	FALSE
203196_at	0.000696	0.000279	3.718777	-0.711095	0.51852499	ABCC4	ATP binding cassette subfamily C member 4	ABCC4	ATP binding cassette subfamily C member 4 (PEL blood group)	FALSE
226363_at	4.2e-08	7.4e-09	-6.115843	9.446371	-1.04390056	ABCC5	ATP binding cassette subfamily C member 5	ABCC5	ATP binding cassette subfamily C member 5	FALSE
236205_at	0.922	0.907	-0.117345	-7.34397	-0.00521815	ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1	ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1	FALSE
210246_s_at	0.0363	0.023	-2.295716	-4.75332	-0.35557829	ABCC8	ATP binding cassette subfamily C member 8	ABCC8	ATP binding cassette subfamily C member 8	FALSE
1557374_at	2.54e-14	1.9e-15	8.84031	24.376319	0.58219504	ABCC9	ATP binding cassette subfamily C member 9	ABCC9	ATP binding cassette subfamily C member 9	FALSE
205142_x_at	0.0048	0.00239	-3.086937	-2.715741	-0.20544798	ABCD1	ATP binding cassette subfamily D member 1	ABCD1	ATP binding cassette subfamily D member 1	FALSE
207583_at	0.935	0.922	0.09816	-7.346042	0.002483	ABCD2	ATP binding cassette subfamily D member 2	ABCD2	ATP binding cassette subfamily D member 2	FALSE
202850_at	9.74e-05	3.18e-05	4.285174	1.34789	0.33576975	ABCD3	ATP binding cassette subfamily D member 3	ABCD3	ATP binding cassette subfamily D member 3	FALSE
203981_s_at	3.19e-05	9.36e-06	4.58221	2.519638	0.25638566	ABCD4	ATP binding cassette subfamily D member 4	ABCD4	ATP binding cassette subfamily D member 4	FALSE
201872_s_at	6.08e-14	4.78e-15	-8.684808	23.462522	-0.73084243	ABCE1	ATP binding cassette subfamily E member 1	ABCE1	ATP binding cassette subfamily E member 1	FALSE
200045_at	0.000106	3.5e-05	-4.261709	1.257943	-0.29108283	ABCF1	ATP binding cassette subfamily F member 1	ABCF1	ATP binding cassette subfamily F member 1	FALSE
209247_s_at	9.76e-10	1.36e-10	-6.880165	13.358734	-0.51271868	ABCF2	ATP binding cassette subfamily F member 2	ABCF2	ATP binding cassette subfamily F member 2	FALSE
202394_s_at	1.93e-08	3.24e-09	-6.277869	10.253329	-0.40945497	ABCF3	ATP binding cassette subfamily F member 3	ABCF3	ATP binding cassette subfamily F member 3	FALSE
232081_at	3.98e-16	2.34e-17	9.568675	28.722074	1.14508937	ABCG1	ATP binding cassette subfamily G member 1	ABCG1	ATP binding cassette subfamily G member 1	FALSE
209735_at	7.83e-18	3.73e-19	10.242421	32.819112	1.55596389	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	ABCG2	ATP binding cassette subfamily G member 2 (JR blood group)	FALSE
207593_at	0.0104	0.00569	-2.803944	-3.50699	-0.09681142	ABCG4	ATP binding cassette subfamily G member 4	ABCG4	ATP binding cassette subfamily G member 4	FALSE
220383_at	0.0182	0.0106	-2.587611	-4.065406	-0.08214372	ABCG5	ATP binding cassette subfamily G member 5	ABCG5	ATP binding cassette subfamily G member 5	FALSE
231751_at	0.00219	0.000995	-3.35526	-1.90369	-0.11135117	ABCG8	ATP binding cassette subfamily G member 8	ABCG8	ATP binding cassette subfamily G member 8	FALSE
222697_s_at	2.41e-05	6.89e-06	-4.654634	2.814453	-0.59813614	ABHD10	abhydrolase domain containing 10	ABHD10	abhydrolase domain containing 10, depalmitoylase	FALSE
221927_s_at	8.81e-07	1.93e-07	-5.449781	6.270705	-0.50033291	ABHD11	abhydrolase domain containing 11	ABHD11	abhydrolase domain containing 11	FALSE
228123_s_at	0.00178	0.000788	-3.423997	-1.686224	-0.33772764	ABHD12	abhydrolase domain containing 12	ABHD12	abhydrolase domain containing 12, lysophospholipase	FALSE
235348_at	1.54e-19	5.77e-21	10.913148	36.94952	0.82783364	ABHD13	abhydrolase domain containing 13	ABHD13	abhydrolase domain containing 13	FALSE
210006_at	0.00429	0.00211	3.126778	-2.59892	0.31388745	ABHD14A///ACY1	abhydrolase domain containing 14A///aminoacylase 1	ABHD14A	abhydrolase domain containing 14A	FALSE
224821_at	1.4e-06	3.17e-07	5.34373	5.78757	0.52654427	ABHD14B	abhydrolase domain containing 14B	ABHD14B	abhydrolase domain containing 14B	FALSE
226796_at	0.519	0.461	0.738457	-7.078052	0.06767125	ABHD15	abhydrolase domain containing 15	ABHD15	abhydrolase domain containing 15	FALSE
224756_s_at	0.0158	0.00906	2.642895	-3.926593	0.16545255	ABHD16A	abhydrolase domain containing 16A	ABHD16A	abhydrolase domain containing 16A, phospholipase	FALSE
234002_at	0.0296	0.0183	-2.384678	-4.551746	-0.09542973	ABHD16B	abhydrolase domain containing 16B	ABHD16B	abhydrolase domain containing 16B	FALSE
221267_s_at	0.0106	0.0058	2.797494	-3.524229	0.21270928	ABHD17A	abhydrolase domain containing 17A	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	FALSE
220285_at	0.0779	0.0542	-1.939446	-5.488184	-0.18351272	ABHD17B	abhydrolase domain containing 17B	ABHD17B	abhydrolase domain containing 17B, depalmitoylase	FALSE
225436_at	0.901	0.881	-0.149538	-7.339665	-0.01969158	ABHD17C	abhydrolase domain containing 17C	ABHD17C	abhydrolase domain containing 17C, depalmitoylase	FALSE
241968_at	2.19e-06	5.14e-07	5.239637	5.319743	0.36105948	ABHD18	abhydrolase domain containing 18	ABHD18	abhydrolase domain containing 18	FALSE
225337_at	2.3e-09	3.37e-10	6.711059	12.47082	0.62786954	ABHD2	abhydrolase domain containing 2	ABHD2	abhydrolase domain containing 2, acylglycerol lipase	FALSE
213017_at	0.000845	0.000345	-3.659362	-0.913113	-0.26463733	ABHD3	abhydrolase domain containing 3	ABHD3	abhydrolase domain containing 3, phospholipase	FALSE
218581_at	0.00119	0.000504	-3.552897	-1.268234	-0.2482189	ABHD4	abhydrolase domain containing 4	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B	FALSE
213805_at	1.21e-13	9.86e-15	8.562481	22.747609	1.00311861	ABHD5	abhydrolase domain containing 5	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	FALSE
45288_at	4.21e-14	3.23e-15	8.750925	23.850386	0.91718081	ABHD6	abhydrolase domain containing 6	ABHD6	abhydrolase domain containing 6, acylglycerol lipase	FALSE
219101_x_at	0.0973	0.0696	-1.827041	-5.69563	-0.09903024	ABHD8	abhydrolase domain containing 8	ABHD8	abhydrolase domain containing 8	FALSE
209028_s_at	0.0038	0.00184	3.169277	-2.472854	0.22727252	ABI1	abl interactor 1	ABI1	abl interactor 1	FALSE
207268_x_at	5.54e-19	2.26e-20	-10.694047	35.595787	-0.82851106	ABI2	abl-interactor 2	ABI2	abl interactor 2	FALSE
223615_at	3.15e-05	9.23e-06	4.585539	2.533113	0.26708374	ABI3	ABI family member 3	ABI3	ABI family member 3	FALSE
223395_at	3.25e-28	3.07e-30	14.319829	58.132828	2.84451097	ABI3BP	ABI family member 3 binding protein	ABI3BP	ABI family member 3 binding protein	FALSE
202123_s_at	0.0561	0.0375	2.097732	-5.176111	0.16081723	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	FALSE
231907_at	0.00838	0.00447	2.885112	-3.287012	0.22990464	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	FALSE
200965_s_at	9.28e-17	5.05e-18	9.819478	30.239821	1.03651016	ABLIM1	actin binding LIM protein 1	ABLIM1	actin binding LIM protein 1	FALSE
242624_at	5.48e-06	1.38e-06	-5.022036	4.362786	-0.34593593	ABLIM2	actin binding LIM protein family member 2	ABLIM2	actin binding LIM protein family member 2	FALSE
205730_s_at	7.88e-22	2.16e-23	11.805221	42.491293	1.34265086	ABLIM3	actin binding LIM protein family member 3	ABLIM3	actin binding LIM protein family member 3	FALSE
216716_at	7.5e-05	2.38e-05	-4.356566	1.623938	-0.16803822	ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	FALSE
212895_s_at	6.08e-11	7.19e-12	7.416331	16.248811	0.55286336	ABR	active BCR-related	ABR	ABR activator of RhoGEF and GTPase	FALSE
1552731_at	0.0695	0.0477	-1.995759	-5.379821	-0.05322969	ABRA	actin binding Rho activating protein	ABRA	actin binding Rho activating protein	FALSE
223361_at	0.000526	0.000204	-3.803484	-0.41839	-0.53164773	ABRACL	ABRA C-terminal like	ABRACL	ABRA C-terminal like	FALSE
218405_at	8.01e-06	2.08e-06	-4.930097	3.967232	-0.30557483	ABT1	activator of basal transcription 1	ABT1	activator of basal transcription 1	FALSE
229164_s_at	3.05e-15	2.02e-16	9.213235	26.588804	0.5687055	ABTB1	ankyrin repeat and BTB domain containing 1	ABTB1	ankyrin repeat and BTB domain containing 1	FALSE
213497_at	0.107	0.0778	-1.775421	-5.786922	-0.13833669	ABTB2	ankyrin repeat and BTB domain containing 2	ABTB2	ankyrin repeat and BTB domain containing 2	FALSE
214274_s_at	1.88e-08	3.14e-09	6.283743	10.28282	0.55235624	ACAA1	acetyl-CoA acyltransferase 1	ACAA1	acetyl-CoA acyltransferase 1	FALSE
241114_s_at	4.26e-26	5.86e-28	13.479075	52.923436	1.04217715	ACAA2	acetyl-CoA acyltransferase 2	ACAA2	acetyl-CoA acyltransferase 2	FALSE
214358_at	0.00106	0.000446	-3.587589	-1.15349	-0.33040367	ACACA	acetyl-CoA carboxylase alpha	ACACA	acetyl-CoA carboxylase alpha	FALSE
49452_at	1.75e-22	4.33e-24	12.060733	44.083999	1.65620442	ACACB	acetyl-CoA carboxylase beta	ACACB	acetyl-CoA carboxylase beta	FALSE
237481_at	4.58e-09	7.01e-10	-6.572481	11.752288	-0.23406932	ACAD10	acyl-CoA dehydrogenase family member 10	ACAD10	acyl-CoA dehydrogenase family member 10	FALSE
221669_s_at	0.107	0.0772	1.778884	-5.780876	0.19879385	ACAD8	acyl-CoA dehydrogenase family member 8	ACAD8	acyl-CoA dehydrogenase family member 8	FALSE
224160_s_at	0.0118	0.00655	-2.755844	-3.63467	-0.21513361	ACAD9	acyl-CoA dehydrogenase family member 9	ACAD9	acyl-CoA dehydrogenase family member 9	FALSE
206069_s_at	9.22e-45	1.86e-48	21.468989	99.700957	2.87607031	ACADL	acyl-CoA dehydrogenase, long chain	ACADL	acyl-CoA dehydrogenase long chain	FALSE
202502_at	0.365	0.309	1.021258	-6.829913	0.08499003	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	ACADM	acyl-CoA dehydrogenase medium chain	FALSE
202366_at	0.000338	0.000125	3.934029	0.043375	0.21948185	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	ACADS	acyl-CoA dehydrogenase short chain	FALSE
226030_at	6.86e-19	2.84e-20	10.657605	35.371011	1.41447401	ACADSB	acyl-CoA dehydrogenase, short/branched chain	ACADSB	acyl-CoA dehydrogenase short/branched chain	FALSE
200710_at	5.42e-05	1.67e-05	4.443075	1.963201	0.31447141	ACADVL	acyl-CoA dehydrogenase, very long chain	ACADVL	acyl-CoA dehydrogenase very long chain	FALSE
205679_x_at	4.88e-05	1.49e-05	-4.470797	2.073015	-0.29381943	ACAN	aggrecan	ACAN	aggrecan	FALSE
205213_at	0.172	0.132	1.515402	-6.20838	0.17441924	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	FALSE
1552472_a_at	1.17e-06	2.61e-07	-5.3855	5.977085	-0.72888325	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	FALSE
225542_at	1.8e-07	3.5e-08	-5.804274	7.931503	-0.30577634	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	FALSE
205412_at	1.84e-11	2.03e-12	7.641589	17.494166	0.66447748	ACAT1	acetyl-CoA acetyltransferase 1	ACAT1	acetyl-CoA acetyltransferase 1	FALSE
209608_s_at	0.0895	0.0634	-1.86979	-5.61813	-0.18526092	ACAT2	acetyl-CoA acetyltransferase 2	ACAT2	acetyl-CoA acetyltransferase 2	FALSE
202323_s_at	0.00771	0.00407	-2.91591	-3.202069	-0.3835063	ACBD3	acyl-CoA binding domain containing 3	ACBD3	acyl-CoA binding domain containing 3	FALSE
219413_at	0.937	0.924	0.095726	-7.346279	0.00483156	ACBD4	acyl-CoA binding domain containing 4	ACBD4	acyl-CoA binding domain containing 4	FALSE
1568877_a_at	7.99e-13	7.31e-14	-8.220837	20.770752	-0.50767381	ACBD5	acyl-CoA binding domain containing 5	ACBD5	acyl-CoA binding domain containing 5	FALSE
225317_at	1.55e-05	4.26e-06	-4.766405	3.27626	-0.34210055	ACBD6	acyl-CoA binding domain containing 6	ACBD6	acyl-CoA binding domain containing 6	FALSE
228264_at	1.56e-09	2.24e-10	6.787481	12.870605	0.53913268	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	FALSE
204617_s_at	0.0014	0.000606	-3.50008	-1.4411	-0.22015443	ACD	adrenocortical dysplasia homolog	ACD	ACD shelterin complex subunit and telomerase recruitment factor	FALSE
227463_at	9.89e-26	1.45e-27	13.334887	52.026765	1.63734148	ACE	angiotensin I converting enzyme	ACE	angiotensin I converting enzyme	FALSE
219962_at	0.402	0.344	-0.948824	-6.900986	-0.09849158	ACE2	angiotensin I converting enzyme 2	ACE2	angiotensin converting enzyme 2	FALSE
1553929_at	0.0476	0.0312	-2.173923	-5.017648	-0.07735746	ACER1	alkaline ceramidase 1	ACER1	alkaline ceramidase 1	FALSE
227306_at	0.000836	0.000341	3.662688	-0.901875	0.30225346	ACER2	alkaline ceramidase 2	ACER2	alkaline ceramidase 2	FALSE
227776_at	1.57e-19	5.87e-21	10.910502	36.93315	1.080953	ACER3	alkaline ceramidase 3	ACER3	alkaline ceramidase 3	FALSE
210332_at	8.51e-06	2.22e-06	-4.915281	3.903987	-0.21849904	ACHE	acetylcholinesterase (Cartwright blood group)	ACHE	acetylcholinesterase (Yt blood group)	FALSE
201715_s_at	0.0127	0.00712	-2.726908	-3.710517	-0.16269598	ACIN1	apoptotic chromatin condensation inducer 1	ACIN1	apoptotic chromatin condensation inducer 1	FALSE
208335_s_at	3.75e-24	7.1e-26	12.714696	48.16304	2.40915603	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	FALSE
206887_at	7.35e-05	2.33e-05	-4.362136	1.645624	-0.16428875	ACKR2	atypical chemokine receptor 2	ACKR2	atypical chemokine receptor 2	FALSE
212977_at	0.507	0.449	-0.759273	-7.062484	-0.16477333	ACKR3	atypical chemokine receptor 3	ACKR3	atypical chemokine receptor 3	FALSE
220351_at	5.62e-36	1.2e-38	17.49975	77.335363	2.2804945	ACKR4	atypical chemokine receptor 4	ACKR4	atypical chemokine receptor 4	FALSE
210337_s_at	0.000188	6.55e-05	-4.102797	0.659164	-0.5003109	ACLY	ATP citrate lyase	ACLY	ATP citrate lyase	FALSE
230602_at	0.0162	0.00929	-2.633851	-3.949484	-0.20118324	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	FALSE
207071_s_at	0.00214	0.000966	3.364104	-1.875925	0.24876041	ACO1	aconitase 1	ACO1	aconitase 1	FALSE
200793_s_at	0.156	0.118	-1.57174	-6.12253	-0.10739114	ACO2	aconitase 2	ACO2	aconitase 2	FALSE
240287_at	0.816	0.783	-0.27578	-7.312764	-0.01450342	ACOD1	aconitate decarboxylase 1	ACOD1	aconitate decarboxylase 1	FALSE
202982_s_at	2.26e-13	1.92e-14	8.449487	22.090477	0.84804259	ACOT1///ACOT2	acyl-CoA thioesterase 1///acyl-CoA thioesterase 2	ACOT2	acyl-CoA thioesterase 2	FALSE
214763_at	9.63e-13	8.89e-14	-8.187145	20.577474	-0.49016161	ACOT11	acyl-CoA thioesterase 11	ACOT11	acyl-CoA thioesterase 11	FALSE
238160_at	0.383	0.325	-0.98649	-6.864672	-0.02144467	ACOT12	acyl-CoA thioesterase 12	ACOT12	acyl-CoA thioesterase 12	FALSE
