Updated.gene.symbol	logFC	P.Value
ABR	0.55286336	7.19e-12
ABRA	-0.05322969	0.0477
ABRACL	-0.53164773	0.000204
ABT1	-0.30557483	2.08e-06
ABTB1	0.5687055	2.02e-16
ABTB2	-0.13833669	0.0778
ACAA1	0.55235624	3.14e-09
ACAA2	1.04217715	5.86e-28
ACACA	-0.33040367	0.000446
ACACB	1.65620442	4.33e-24
ACAD10	-0.23406932	7.01e-10
ACAD8	0.19879385	0.0772
ACAD9	-0.21513361	0.00655
ACADL	2.87607031	1.86e-48
ACADM	0.08499003	0.309
ACADS	0.21948185	0.000125
ACADSB	1.41447401	2.84e-20
ACADVL	0.31447141	1.67e-05
ACAN	-0.29381943	1.49e-05
ACAP1	0.17441924	0.132
ACAP2	-0.72888325	2.61e-07
ACAP3	-0.30577634	3.5e-08
ACAT1	0.66447748	2.03e-12
ACAT2	-0.18526092	0.0634
ACBD3	-0.3835063	0.00407
ACBD4	0.00483156	0.924
ACBD5	-0.50767381	7.31e-14
ACBD6	-0.34210055	4.26e-06
ACCS	0.53913268	2.24e-10
ACD	-0.22015443	0.000606
ACE	1.63734148	1.45e-27
ACE2	-0.09849158	0.344
ACER1	-0.07735746	0.0312
ACER2	0.30225346	0.000341
ACER3	1.080953	5.87e-21
ACHE	-0.21849904	2.22e-06
ACIN1	-0.16269598	0.00712
ACKR1	2.40915603	7.1e-26
ACKR2	-0.16428875	2.33e-05
ACKR3	-0.16477333	0.449
ACKR4	2.2804945	1.2e-38
ACLY	-0.5003109	6.55e-05
ACMSD	-0.20118324	0.00929
ACO1	0.24876041	0.000966
ACO2	-0.10739114	0.118
ACOD1	-0.01450342	0.783
ACOT2	0.84804259	1.92e-14
ACOT11	-0.49016161	8.89e-14
ACOT12	-0.02144467	0.325
ACOT13	-0.49361795	4.89e-08
ACOT4	0.39724623	5.77e-05
ACOT6	-0.06594902	0.0216
ACOT7	-0.40378362	5.37e-09
ACOT8	-0.33617719	6.24e-05
ACOT9	0.38020036	3.97e-06
ACOX1	0.59175653	4.77e-11
ACOX2	0.55978984	3.25e-05
ACOX3	0.42925752	5.13e-06
ACOXL	1.83931571	1.18e-30
ACP1	-1.12521958	2.2e-18
ACP2	-0.26179266	0.00518
ACP5	1.61058797	3.22e-16
ACP6	-0.44688401	3.02e-05
ACP3	0.68273299	1.41e-09
ACP4	-0.13839135	0.00617
ACR	0.01617924	0.649
ACRBP	0.37385522	5.33e-08
GCNA	0.45431704	6.41e-10
ACRV1	-0.12517301	0.000207
ACSBG1	0.18397053	0.000879
ACSBG2	-0.06017155	0.0706
ACSF2	0.44783703	0.000438
ACSF3	-0.15501065	1.05e-05
ACSL1	1.16676475	1.67e-13
ACSL3	0.55770865	2.82e-09
ACSL4	1.64644554	5.26e-25
ACSL5	1.50895267	2.41e-12
ACSL6	-0.16959105	0.0248
ACSM1	-0.1124132	0.00028
ACSM2B	-0.0581483	0.0184
ACSM2A	-0.06766961	0.0475
ACSM3	0.94037882	3.27e-10
ACSM5	0.52461309	5.06e-11
ACSS1	0.24213158	0.00256
ACSS2	0.8368478	6.24e-21
ACSS3	1.63156983	5.85e-23
ACTA1	-0.12100804	0.219
ACTA2	0.61738561	1.99e-05
ACTA2-AS1	-0.12996098	0.00161
ACTB	0.16554429	2.47e-05
ACTBP9	-0.1825046	0.0192
ACTC1	0.01818462	0.862
ACTG1	-0.18885003	2.22e-05
ACTG1P17	-0.12115478	1e-04
AMY1A	2.05035692	2.29e-12
AMY2B	0.14879099	0.0348
ACTG2	1.51238538	1.05e-13
ACTL10	-0.33259554	1.09e-07
ACTL6A	-1.27019051	1.51e-23
ACTL6B	-0.38352443	2.27e-05
ACTL7A	-0.08137133	0.0358
ACTL7B	-0.13903467	5.64e-05
ACTL8	-0.2156934	0.00371
ACTL9	-0.09776741	0.00812
ACTN1	-0.34284515	0.00144
ACTN2	0.40823332	1.72e-08
ACTN3	-0.1550439	0.000719
ACTN4	0.02997629	0.784
ACTR10	0.05322029	0.312
ACTR1A	0.39361255	9.68e-11
ACTR1B	0.11853305	0.0265
ACTR2	-0.56795556	2.45e-05
ACTR3	1.25718326	6.16e-28
ACTR3B	-0.59372202	4.46e-08
ACTR3BP2	-0.14874127	0.000167
ACTR3BP6	-0.19969099	2.19e-07
ACTR5	-0.39237387	7.79e-07
ACTR6	-0.43671522	4.08e-08
ACTR8	-0.11675835	0.0127
ACTRT2	-0.11333517	0.00448
ACTRT3	-0.09348901	0.298
ACVR1	-0.02174844	0.793
ACVR1B	-0.34350131	0.00081
ACVR1C	-0.99560204	2.15e-08
ACVR2A	0.50926362	3.82e-05
ACVR2B	-0.70016729	5.64e-11
ACVR2B-AS1	-0.02802215	0.443
ACVRL1	2.2787551	9.71e-39
ACY1	-0.13904166	0.00311
ACY3	-0.26001858	1.42e-07
ACYP1	-0.6026474	7.77e-09
ADA	-0.57765497	9.87e-05
ADAD1	-0.10495476	0.00228
ADAD2	-0.18591765	0.000254
ADAL	-0.26180658	8.66e-07
ADAM10	0.26295238	0.0985
ADAM11	-0.25599328	1.66e-08
ADAM12	-2.24793471	9.65e-21
ADAM15	-0.29151332	3.73e-05
ADAM17	0.33119583	9.36e-06
ADAM18	-0.02729544	0.243
ADAM19	-0.11553686	0.313
ADAM2	-0.12853934	0.0234
ADAM20	-0.09788423	0.00257
ADAM21	-0.0861256	0.0154
ADAM22	-0.28273054	1.07e-06
ADAM23	-1.00476099	2.24e-07
ADAM28	-0.99090045	3.63e-07
ADAM30	-0.09982495	0.00546
ADAM32	-0.14932529	3.99e-05
ADAM33	0.40190464	1.67e-13
ADAM3A	-0.04889432	0.0325
ADAM3B	-0.06783628	0.0212
ADAM5	-0.10439705	0.000744
ADAM6	-0.15750377	1.15e-05
ADAM7	-0.10707098	0.000508
ADAM8	-0.24325271	3.12e-07
ADAM9	0.18138691	0.0876
ADAMDEC1	-2.53213869	2.04e-14
ADAMTS1	1.83553141	1.23e-20
ADAMTS10	-0.1645158	0.000143
ADAMTS12	-1.29105994	1.23e-13
ADAMTS13	0.10889129	0.00511
ADAMTS14	-0.23310187	3e-05
ADAMTS15	1.61570419	3.15e-23
ADAMTS16	-0.30628736	9.49e-05
ADAMTS17	0.11229634	0.15
ADAMTS18	-0.54258234	4.5e-05
ADAMTS19	-0.18825534	0.0161
ADAMTS2	-0.82565597	6.91e-07
ADAMTS20	-0.07451238	0.00224
ADAMTS3	0.45685812	6.97e-05
ADAMTS4	-0.0091838	0.836
ADAMTS5	-0.41927982	0.00251
ADAMTS6	-0.08545436	0.00862
ADAMTS7	-0.23086261	3.83e-05
ADAMTS8	3.69295566	5.89e-49
ADAMTS9	1.64131918	1.92e-23
ADAMTS9-AS1	0.6147311	6.13e-16
ADAMTS9-AS2	1.87364717	3.72e-42
ADAMTSL1	-0.12121924	0.0252
ADAMTSL2	0.33753904	7.1e-08
ADAMTSL3	2.52615168	3.66e-40
ADAMTSL4	1.87990109	4.01e-29
ADAMTSL5	-0.19716411	1.29e-06
ADAP1	0.3077688	0.000851
ADAP2	0.4097011	9.53e-05
ADAR	-0.21647814	1.28e-06
ADARB1	2.37509205	1.83e-37
ADARB2	-0.13530324	0.0106
ADARB2-AS1	-0.01797226	0.634
ADAT1	-0.04282085	0.581
ADAT2	-0.12327691	0.0149
ADAT3	-0.23753624	2.63e-05
SCAMP4	-0.18030254	0.0229
ADCK1	-0.16342843	0.00191
ADCK2	-0.08028947	0.13
ADCK5	-0.49130457	1.9e-11
ADCY1	-0.29186555	0.0038
ADCY10	-0.28405729	0.000764
ADCY10P1	0.17840186	0.0072
ADCY2	-0.31036657	0.0501
ADCY3	0.17618315	0.0624
ADCY4	0.97052428	4.17e-30
ADCY5	-0.16802108	6.22e-06
ADCY6	0.37741344	2.66e-07
ADCY7	0.97204461	5.05e-11
ADCY8	-0.09573771	0.219
ADCY9	1.65124752	5.3e-29
ADCYAP1	0.2946928	0.053
ADCYAP1R1	0.23010126	0.00012
ADD1	0.74496702	1.87e-27
ADD2	-0.67104974	4.84e-06
ADD3	0.39266379	2.36e-05
ADD3-AS1	-0.16364513	1.61e-06
ADGB	0.28433047	0.00141
ADGRA1	-0.07868362	0.0461
ADGRA2	0.27430535	0.000621
ADGRA3	-0.45763076	0.000101
ADGRB1	-0.22749209	2.89e-05
ADGRB2	-0.35905338	1e-08
ADGRB3	0.91596798	2.22e-19
ADGRD1	2.69842086	6.98e-32
ADGRD2	-0.17343583	0.0108
ADGRE1	1.10003926	1.67e-17
ADGRE2	0.40794082	0.00343
ADGRE3	0.66598078	1.74e-17
ADGRE5	1.89760171	2.69e-29
ADGRF1	0.87673814	3.26e-05
ADGRF2	-0.04086275	0.077
ADGRF3	-0.12026096	0.000437
ADGRF4	-0.43182388	3.06e-09
ADGRF5	2.79984021	1.2e-30
ADGRG1	-0.33377477	5.47e-06
ADGRG2	0.61870315	1.51e-06
ADGRG3	0.2543046	0.00593
ADGRG4	0.04487622	0.1
ADGRG5	-0.18940416	0.00187
ADGRG6	1.69286249	2.95e-15
ADGRG7	-0.03883977	0.474
ADGRL1	-0.14735029	0.0499
ADGRL2	1.96181496	8.3e-27
ADGRL3	0.89923044	5.01e-15
ADGRL4	1.37857553	2.4e-22
ADGRV1	-0.23142586	0.17
ADH1A	0.39204113	3.07e-10
ADH1B	4.67102335	9.4e-30
ADH1C	0.64345447	0.000285
ADH4	-0.12605751	0.00568
ADH5	0.612763	3.79e-09
ADH6	-0.09578798	0.00113
ADH7	-0.91240725	0.000205
ADHFE1	0.89398287	1.02e-23
ADI1	0.24657038	1.55e-05
ADIG	-0.18978764	1.7e-05
ADIPOQ	0.12737876	0.136
ADIPOR1	-0.03471012	0.645
ADIPOR2	0.26349151	0.000532
ADIRF	3.00956481	3.78e-31
ADIRF-AS1	0.17636829	0.00385
ADK	-0.03289078	0.72
ADM	-0.36776473	0.072
ADM2	-0.26686921	2.55e-09
ADM5	0.32764788	1.36e-06
ADNP	-0.57773681	3.15e-11
ADNP2	-0.1446041	0.0479
ADO	0.20644208	0.0113
ADORA1	-0.13478592	0.003
ADORA2A-AS1	-0.13556063	0.000172
ADORA2B	-0.26950411	0.0947
ADORA3	-0.3851215	0.0198
ADPGK	0.19941409	0.000183
ADPRH	1.2911849	5.51e-37
ADPRHL1	-0.26057019	1.07e-07
ADPRS	0.08197779	0.192
ADPRM	0.15238372	0.148
ADRA1A	1.56087751	2.96e-31
ADRA1B	-0.05480654	0.119
ADRA1D	-0.0530934	0.0803
ADRA2A	0.01612368	0.934
ADRA2B	-0.05018209	0.215
ADRA2C	-0.03093537	0.623
ADRB1	3.79231058	1.35e-32
ADRB2	2.72799857	2.13e-36
ADRB3	-0.14832091	1.95e-06
ADRM1	-0.39066149	7.12e-07
ADSL	-0.53035088	4.91e-10
ADSS2	-0.3461804	4.11e-07
ADSS1	-0.65359896	8.96e-05
ADTRP	2.0468808	8.56e-22
AEBP1	0.03878694	0.782
AEBP2	-0.34190511	0.000471
AEN	-0.09632998	0.114
TLE5	0.22655572	0.0134
AFAP1	-0.04592661	0.356
AFAP1-AS1	-1.1558096	4.15e-08
AFAP1L1	1.40778138	1.09e-22
AFAP1L2	-0.14667369	0.169
AFDN	0.74816138	4.3e-17
AFDN-DT	-0.09658956	0.186
AFF1	0.69291612	2.8e-21
AFF2	-0.19592039	0.000108
AFF3	3.00564417	2.3e-29
AFF4	0.84479007	2.7e-15
AFG3L1P	0.3240512	0.000108
AFG3L2	-0.2886926	0.000102
AFM	-0.05322381	0.019
AFMID	-0.17981753	0.00337
AFP	-0.2266929	0.000439
AFTPH	-0.08798904	0.179
AGA	-0.12636701	0.285
AGAP1	-0.26560546	4.78e-07
AGAP11	0.23708203	1.76e-07
AGAP2	-0.12718337	0.00584
AGAP2-AS1	-0.69880647	1.01e-10
AGAP3	0.26383693	7.35e-06
AGAP4	-0.24280928	0.00921
BMS1P1	-0.19658201	0.000926
AGAP9	0.08443248	0.0753
AGBL1	0.98805069	1.89e-29
AGBL2	0.56301629	8.1e-06
AGBL3	0.13844837	1.54e-10
AGBL4	-0.09294146	0.0164
AGBL5	-0.62698486	1.46e-12
AGER	4.57334718	2.03e-49
AGFG1	0.91239459	3.35e-20
AGFG2	-0.18493367	2.08e-05
AGGF1	0.31094951	4.36e-07
AGK	-0.40059963	5.81e-10
AGL	-0.01946294	0.822
AGMAT	-1.09716311	3.98e-17
AGO1	-0.31162379	1.81e-05
AGO3	0.82643428	7.44e-16
AGO4	0.75783406	3.04e-18
AGPAT1	-0.18044399	0.0133
AGPAT2	0.19781339	0.023
AGPAT3	0.65248038	9.82e-14
AGPAT4	1.01469587	1.05e-17
AGPAT4-IT1	0.68687067	5.85e-17
AGPAT5	-0.6342989	2.86e-08
AGPS	0.80082332	1.51e-14
AGR2	0.34165617	0.267
AGR3	3.17643539	1.19e-16
AGRN	-0.18983004	0.00697
AGRP	0.32505132	4.56e-08
AGT	-0.76226854	0.00142
AGTPBP1	0.97659945	4.96e-29
AGTR1	2.61424564	1.43e-31
AGTR2	2.10986012	7.83e-19
AGTRAP	0.20644092	0.00013
AGXT	-0.18394192	1.65e-05
AGXT2	-0.05579847	0.0564
AHCTF1	-0.54808504	1.3e-10
AHCY	-1.07696599	8.32e-22
AHCYL1	0.18341613	0.00358
AHCYL2	1.6979161	1.17e-23
AHDC1	-0.2915853	0.0025
AHI1	0.58882565	9.07e-08
AHNAK	1.52611664	1.66e-26
AHNAK2	-1.19024229	1.53e-05
AHR	0.79924979	9.72e-10
PDCD6-AHRR	0.75396427	1.59e-07
AHSA1	-0.48915899	1.95e-10
USP34	0.75155623	1.68e-09
AHSG	-0.38619473	0.00418
AHSP	0.09148718	0.0517
AICDA	-0.07556029	0.161
AIDA	0.1122077	0.0292
AIF1	0.96638437	1.17e-10
AIF1L	0.93068456	8.89e-09
AIFM1	-0.46487064	4.03e-08
AIFM2	-0.68519791	6.43e-11
AIFM3	-0.19598007	0.0012
AIG1	-0.16745911	0.0256
CRYBG1	0.61843095	0.000326
CRYBG2	-0.52772879	9.76e-07
AIM2	-1.50389619	2.12e-10
AIMP1	0.89793006	4.36e-14
AIMP2	-0.85388977	5.23e-20
AIP	-0.03219968	0.715
AIPL1	-0.10957892	0.00436
AIRE	-0.05998811	0.152
AJAP1	-0.08674719	0.0593
AJUBA	0.29039641	0.00745
AK1	1.68237607	3.09e-32
AK2	-0.88858338	1.4e-24
AK3	0.33367927	1.27e-05
AK5	-0.15805989	0.00208
AK6	0.13759092	0.0393
TAF9	-0.27710277	2.08e-05
AK7	0.60716288	4.79e-07
AK8	-0.18005929	7.04e-05
AK9	0.58873646	5.63e-14
AKAIN1	-0.15504233	0.0484
AKAP1	-0.35670011	0.000499
AKAP10	0.13943491	0.164
AKAP11	0.52725596	3.12e-09
AKAP12	2.09480829	5.68e-24
AKAP13	1.33839282	5.14e-34
AKAP14	1.01526246	4.36e-07
AKAP17A	0.22675503	0.00289
AKAP3	-0.08031443	0.0674
AKAP4	-0.08790133	0.00361
AKAP5	0.27452373	5.21e-05
AKAP6	-0.08990149	0.00397
AKAP7	0.99268883	1.33e-16
AKAP8	0.40220326	1.23e-11
AKAP8L	-0.30828309	0.000111
AKAP9	0.29238256	0.00013
AKIP1	-0.23034392	0.000454
AKIRIN1	-0.27042525	0.106
AKIRIN2	0.33014848	6e-05
AKNA	0.94884867	1.73e-14
AKNAD1	0.04649627	0.0831
AKR1A1	-0.24153638	7.53e-10
AKR1B1	0.11943786	0.267
AKR1B10	-3.28945989	5.28e-13
AKR1C1	-1.90582447	4.24e-09
AKR1C3	-0.52878694	0.111
AKR1C4	-0.24734941	0.000146
AKR1C6P	-0.06239575	0.0328
AKR1D1	-0.02940198	0.11
AKR1E2	-0.2193925	0.00213
AKR7A2	-0.21710945	0.00779
AKR7A3	-0.47772989	7.98e-06
AKT1	0.23670161	0.0033
AKT1S1	-0.60777947	7.61e-09
AKT2	-0.32828598	4.21e-06
AKT3	0.7913382	8.48e-11
AKTIP	0.4464104	2.63e-05
ALAD	-0.58629855	5.5e-18
ALAS1	0.7802021	3.75e-19
ALAS2	0.35736136	0.000103
ALB	-0.16904638	0.0795
ALCAM	0.7484687	1.69e-05
ALDH16A1	-0.10465367	0.158
ALDH18A1	-1.07721326	1.81e-26
ALDH1A1	1.16707707	4.54e-07
ALDH1A3	0.32644436	0.071
ALDH1B1	-0.27090051	0.00029
ALDH1L1	-0.11117619	0.0194
ALDH1L1-AS2	-0.0736551	0.0212
ALDH1L2	-0.66280378	1.19e-05
ALDH2	1.51727656	1.16e-25
ALDH3A1	-0.59201908	0.0463
ALDH3A2	0.5718282	1.03e-05
ALDH3B1	1.58630858	3.76e-22
ALDH3B2	-0.86489864	3.31e-10
ALDH4A1	-0.24981287	0.00105
ALDH5A1	0.39036423	0.0022
ALDH6A1	0.64241728	1.62e-07
ALDH7A1	0.23616317	0.102
ALDH8A1	0.12712228	0.0586
ALDH9A1	0.16189914	0.0119
ALDOA	-0.92776936	2.24e-16
ALDOAP2	-0.11374899	0.00176
ALDOB	-0.24425449	0.00015
ALDOC	-0.79547453	3.71e-08
ALG1	-0.32231975	9.39e-07
ALG10	-0.61230203	1.69e-10
ALG10B	-0.23471825	3.17e-05
UTP14C	0.37089862	3.75e-07
ALG12	-0.08514322	0.117
ALG13	0.30358738	0.00297
ALG14	-0.10829457	0.0077
ALG2	0.28206219	7.95e-05
ALG3	-0.90190601	1.98e-21
ALG5	-0.05916159	0.00634
ALG6	-0.58850776	6.07e-11
ALG8	-0.64405183	5.5e-15
ALG9	0.07956001	0.451
ALK	-0.14489666	0.000185
ALKBH1	-0.14652738	0.0011
ALKBH2	-0.53279768	4.98e-08
ALKBH3	0.08818816	0.286
ALKBH3-AS1	-0.08186602	0.00672
ALKBH4	-0.34504575	1.89e-11
ALKBH5	-0.18120896	3.85e-05
ALKBH6	-0.57745952	2.27e-10
ALKBH7	-0.11331382	0.00335
ALKBH8	0.24118228	0.0028
ALLC	-0.2219936	4.48e-06
ALMS1	-0.07170179	0.363
ALMS1-IT1	-0.45874874	1.07e-06
ALMS1P1	-0.19757743	2.83e-06
ALOX12	-0.29341236	0.000955
ALOX12-AS1	-0.09227913	0.11
ALOX12B	-0.241127	6.88e-08
ALOX12P2	-0.37379311	3.32e-09
ALOX15	0.14093408	0.153
ALOX15B	1.68315463	2.82e-16
ALOX5	2.51072464	9.33e-25
ALOX5AP	2.08301173	3.54e-21
ALOXE3	-0.10729371	0.00297
ALPI	-0.16993118	3.19e-05
ALPK1	0.33974001	0.000254
ALPK2	-0.63455823	3.71e-11
ALPK3	0.5577385	0.00159
ALPL	1.63698089	5.65e-21
ALPG	-0.19007449	0.024
ALPP	-0.13117362	0.0249
ALS2	0.17231486	0.0171
ALS2CL	0.65263294	5.01e-21
C2CD6	-0.13288771	0.000568
FLACC1	0.16348651	0.000521
ALX1	-0.34968717	2.87e-05
ALX3	-0.24588872	6.74e-07
ALX4	-0.08882004	0.0165
ALYREF	-1.17617934	8.13e-17
AMBN	-0.08021042	0.0452
AMBP	-0.28992446	0.0392
AMBRA1	-0.08660305	0.000498
AMD1	0.42660333	8.35e-13
AMDHD1	0.05208311	0.559
AMELX	-0.07540892	0.00213
AMELY	-0.16979838	4.3e-06
AMER1	-0.09694712	0.00997
AMER2	-0.26159733	0.0868
AMER3	-0.20857694	9.34e-06
AMFR	0.11090058	0.513
AMHR2	-0.14638464	0.000585
AMIGO1	0.85751994	1.33e-21
AMIGO2	0.46686028	0.0287
GMPPB	-0.13487161	0.000826
AMMECR1	-0.68842475	1.62e-08
AMMECR1L	0.04427527	0.488
AMN	-0.25374776	8.81e-06
AMN1	0.11517565	0.278
AMOT	-0.0289215	0.412
AMOTL1	1.11995119	7.33e-19
AMOTL2	1.17196804	5.91e-16
AMPD1	0.25270052	0.0364
AMPD2	-0.0586054	0.374
AMPD3	-0.47380605	1.55e-05
AMPH	-0.33424784	0.00142
AMT	0.51129032	4.31e-08
AMZ1	-0.22639378	5.41e-07
AMZ2	-0.51054698	4.16e-17
AMZ2P1	-0.1219157	0.0775
ANAPC10	0.43284872	1.42e-12
ANAPC11	-0.72105887	1.01e-24
ANAPC13	0.15940181	0.00471
ANAPC15	-0.02684985	0.686
ANAPC16	0.81128187	2.53e-16
ANAPC2	0.06216447	0.447
ANAPC4	0.33249433	3.43e-06
ANAPC5	-0.68869627	2.65e-10
ANAPC7	-0.42239015	3.49e-11
ANG	0.97368448	5.92e-13
ANGEL1	-0.16742467	0.000429
ANGEL2	-0.50922376	2.7e-07
ANGPT1	2.42491349	6.86e-34
ANGPT2	0.2504844	0.074
ANGPT4	-0.05843283	0.159
ANGPTL1	1.89081012	5.3e-37
ANGPTL2	-0.22335916	0.0962
ANGPTL3	-0.07059773	0.00419
ANGPTL4	-0.46964761	0.0055
ANGPTL6	-0.11467167	0.0187
ANGPTL7	0.08896584	0.346
ANGPTL8	-0.10043032	0.116
ANHX	-0.21738999	1.88e-06
ANK1	-0.27615527	1.31e-07
ANK2	1.63597327	7.24e-16
ANK3	1.4684271	5.58e-20
ANKAR	-0.05192373	0.0456
ANKDD1A	0.79492507	1.64e-15
ANKEF1	-0.27672986	0.000518
ANKFN1	0.28639215	5.35e-05
ANKFY1	0.66321	3.21e-23
ANKH	-0.76002198	7.51e-10
ANKHD1	0.34160551	2.49e-06
EIF4EBP3	0.67112179	9.2e-17
ANKIB1	-0.53867017	1.75e-14
ANKLE1	-0.17110535	0.000833
ANKLE2	-0.14830745	0.0835
ANKMY1	0.26384606	4.54e-08
ANKMY2	0.04795215	0.547
ANKRA2	-0.13585534	0.148
ANKRD1	0.49454837	9.15e-11
ANKRD10	-0.34876099	0.00318
ANKRD11	0.32952846	1.18e-07
ANKRD12	0.73053653	1.24e-17
ANKRD13A	0.59951176	2.31e-13
ANKRD13B	-0.52932046	2.34e-14
ANKRD13C	0.47331412	1.29e-11
ANKRD13D	-0.5015894	6.61e-09
ANKRD16	-0.49428465	3.42e-10
ANKRD17	-0.26207363	0.000852
FAM95C	-0.22907849	0.00184
ANKRD18B	-0.16415591	1.02e-05
ANKRD19P	-0.21745436	1.12e-06
ANKRD2	-0.14030273	0.00347
ANKRD20A11P	0.26997393	0.000126
ANKRD20A1	0.00821869	0.888
ANKRD20A5P	0.06940724	0.248
ANKRD22	-1.45294335	1.42e-09
ANKRD23	-0.20300122	0.000236
ANKRD24	-0.1920727	1.97e-06
ANKRD26	-0.29631643	4.24e-06
ANKRD26P3	-0.20615008	4.2e-05
ANKRD27	-0.04872446	0.556
ANKRD28	1.28180105	1.43e-17
ANKRD29	3.13643544	1.03e-41
ANKRD30A	-0.03234888	0.233
ANKRD30B	-0.04111573	0.0667
ANKRD30BP3	-0.07841715	0.00861
ANKRD31	-0.07232141	0.0116
ANKRD33	-0.09963423	0.00113
ANKRD33B	0.19648842	0.00464
ANKRD34A	-0.30694247	3.15e-07
ANKRD34C	0.01538882	0.566
ANKRD35	0.36725012	4.52e-05
ANKRD36	-0.59326497	2.42e-07
ANKRD36B	-0.22973329	0.0456
ANKRD36BP2	-0.90215218	5.63e-06
ANKRD36C	-0.07198278	0.244
ANKRD37	-0.17327595	0.243
ANKRD39	-0.63342955	2.82e-16
ANKRD40	0.63690124	7.69e-22
ANKRD42	0.34704781	3.53e-06
ANKRD44	1.68258136	4.88e-24
ANKRD44-IT1	0.11279349	5e-05
ANKRD45	0.03794334	0.684
ANKRD49	-0.19951234	0.00146
ANKRD50	0.74432234	1.38e-11
ANKRD52	-0.10951867	0.0331
ANKRD53	-0.03556529	0.397
ANKRD54	-0.17162498	0.000304
ANKRD55	0.05195436	0.0821
ANKRD6	0.70436259	1.64e-09
