Updated.gene.symbol	logFC	P.Value
ACCS	1.0904822	1.12e-14
ACE	1.9774585	5.69e-23
ACE2	-0.43397	0.0128
ACER3	0.7287681	5.91e-09
ACHE	-0.4961329	0.000745
ACIN1	0.1251425	0.137
ACKR1	2.7077604	2.3e-14
ACKR3	0.9976256	3.92e-07
ACLY	-0.50777	4.04e-07
ACMSD	-0.3216996	0.162
ACO1	0.0990605	0.444
ACO2	0.1962357	0.0122
ACOT11	-0.6952263	7.4e-09
ACOT13	-0.8855984	5.61e-07
ACOT4	-0.019212	0.895
ACOT7	-0.5062923	3.39e-06
ACOT8	-0.5207327	2.01e-05
ACOT9	0.161857	0.044
ACOX1	0.4228251	0.000352
ACOX2	0.5289133	0.0159
ACOX3	0.5006072	3.5e-06
ACOXL	2.0625948	5.43e-22
ACP1	-1.2206393	9.12e-14
ACP2	-0.217799	0.08
ACP5	1.4033331	6.7e-14
ACP6	-0.5712842	0.000106
ACP3	-0.4545276	0.00167
ACP4	-0.0835596	0.0594
ACRBP	0.8807906	1.79e-19
GCNA	0.5966147	2.5e-05
ACSF2	0.4969497	0.00231
ACSF3	-0.1938413	0.000866
ACSL1	1.0785182	5.69e-09
ACSL3	-0.6484295	6.35e-08
ACSL4	1.4975186	3.56e-20
ACSL5	0.9586022	0.000549
ACSM3	0.4379816	0.0639
ACSM5	0.9002596	2.86e-20
ACSS1	0.584336	2.16e-10
ACSS2	0.9992269	3.65e-22
ACSS3	1.9628992	1.37e-19
ACTA2	0.2866674	0.108
ACTB	0.2176768	0.0406
ACTC1	-0.0291027	0.799
ACTG1	-0.0862633	0.0109
AMY2B	0.5618546	1.03e-05
ACTG2	1.2706822	1.37e-06
ACTL10	-0.5958832	2.32e-11
ACTL6A	-1.418531	3.24e-17
ACTL8	-0.5150411	1.6e-06
ACTN1	-0.1745521	0.248
ACTN2	0.6727825	5.64e-16
ACTN4	0.4251402	0.00625
ACTR10	-0.0120173	0.873
ACTR1A	0.4160667	1.93e-06
ACTR1B	0.3421298	2.49e-08
ACTR2	-0.5079939	2.87e-07
ACTR3	-0.4790125	8.31e-09
ACTR3B	-0.4381142	0.00265
ACTR3C	-0.4364332	0.00731
ACTR5	-0.1536225	0.0217
ACTR6	-0.3937127	6.77e-05
ACTR8	-0.2912535	2.82e-09
ACTRT3	-0.3158141	0.0048
ACVR1	-0.1985992	0.126
ACVR1B	-0.5371055	3.41e-10
ACVR1C	-0.5541675	0.00523
ACVR2A	0.5604961	0.000757
ACVR2B	-0.2811036	0.0259
ACVRL1	2.3770477	2.84e-37
ACY3	-0.7412045	1.23e-07
ACYP1	-0.2671218	0.1
ADA	-0.8302038	1.95e-05
ADAD2	-0.2253128	0.00685
ADAL	-0.3248662	7.4e-07
ADAM10	-0.36614	0.00188
ADAM12	-2.9512214	3.23e-13
ADAM15	-0.2607462	0.00498
ADAM17	0.2991839	0.00374
ADAM19	-0.2124446	0.22
ADAM23	-0.3576933	0.114
ADAM28	-1.2695221	8.09e-08
ADAM33	1.6201185	5.59e-31
ADAM8	-1.0017501	1.51e-07
ADAM9	0.1601208	0.382
ADAMDEC1	-2.9540105	3.06e-09
ADAMTS1	2.0381221	7.78e-12
ADAMTS10	-0.2970941	0.00439
ADAMTS12	-1.4001443	1.49e-08
ADAMTS13	-0.1120052	0.156
ADAMTS14	-0.4318524	3.34e-07
ADAMTS16	-1.0337053	1.85e-07
ADAMTS17	0.7698467	0.00504
ADAMTS18	-0.5608868	0.00864
ADAMTS2	0.4470284	0.00235
ADAMTS5	-0.625799	0.0145
ADAMTS7	-0.6141621	2.92e-12
ADAMTS8	4.0234901	8.56e-43
ADAMTS9	1.1548711	2.74e-10
ADAMTSL2	0.9188433	6.02e-13
ADAMTSL3	3.0823783	4.27e-27
ADAMTSL4	2.3976248	1.1e-14
ADAP1	0.2112464	0.0716
ADAP2	-0.0553389	0.67
ADAR	-0.3051596	0.000823
ADARB1	2.3119873	3.5e-18
ADARB2-AS1	0.0617079	0.183
ADAT1	-0.0484146	0.64
ADAT2	0.5705362	1.53e-06
ADCK1	-0.1088568	0.0477
ADCK2	-0.2091673	0.0213
ADCK5	-0.5975403	1.19e-06
ADCY1	0.1794425	0.347
ADCY2	-0.1227305	0.566
ADCY3	0.8866702	1.02e-06
ADCY4	1.5580329	6.03e-28
ADCY6	0.6297604	1.47e-08
ADCY7	0.9521405	1.43e-05
ADCY9	1.6276522	1.55e-15
ADD1	1.2027746	4.19e-26
ADD2	-0.3510327	1.83e-08
ADD3	0.5267917	0.0011
ADGRA2	0.5537526	4.47e-05
ADGRA3	-0.2659181	0.159
ADGRB1	-0.2930261	0.000192
ADGRB2	-0.2988776	0.000382
ADGRB3	1.7985571	2.27e-20
ADGRD1	2.7001984	5.89e-11
ADGRD2	-0.5527176	7.62e-09
ADGRE1	1.2734264	1.93e-09
ADGRE2	-0.2454867	0.277
ADGRE5	1.4700372	1.96e-14
ADGRF1	-0.7475516	0.032
ADGRF4	-1.6675532	4.29e-08
ADGRF5	2.2574171	8.64e-11
ADGRG1	-0.602562	7.07e-05
ADGRG2	1.0499777	0.000927
ADGRG3	-0.1441594	0.278
ADGRG5	-0.2960358	0.00786
ADGRG6	1.623904	3.73e-06
ADGRG7	0.0041214	0.982
ADGRL1	0.3145857	0.0567
ADGRL2	2.0332001	1.95e-17
ADGRL3	1.0608345	4.46e-08
ADGRL4	1.3013833	5.52e-13
ADGRV1	0.2037632	0.463
ADH1B	5.5479917	7.19e-17
ADH1C	0.8715569	0.00886
ADH5	0.4738473	1.64e-05
ADH7	-0.6056571	0.0339
ADHFE1	1.4157361	2.36e-23
ADI1	-0.2187719	0.154
ADIG	-0.1112452	0.0351
ADIPOR1	-0.2992533	0.000431
ADIPOR2	0.4244084	2.21e-05
ADIRF	2.9618104	1.99e-19
ADIRF-AS1	0.5993163	2.48e-11
ADK	-0.7703852	7.43e-05
ADM	-0.3733942	0.184
ADM2	-0.3897475	2.42e-09
ADM5	0.2198992	0.0579
ADNP	-0.3676899	8.43e-05
ADNP2	-0.1143682	0.239
ADO	-0.3178363	0.0015
ADORA1	-0.5897506	0.0164
ADORA2B	-0.9269439	0.000358
ADORA3	-1.0458603	5.61e-06
ADPGK	0.3039209	0.00017
ADPRH	1.7142395	7.31e-25
ADPRHL1	-0.5063639	2.1e-06
ADPRS	-0.0432759	0.601
ADPRM	-0.2037185	0.00551
ADRA1A	3.1227661	3.07e-52
ADRA2A	0.5034895	0.14
ADRA2C	-0.1114743	0.299
ADRB1	4.5363188	1.29e-31
ADRB2	2.7614744	1.42e-21
ADRM1	-0.318692	0.000264
ADSL	-0.6961182	1.52e-14
ADSS2	-0.5626318	1.25e-10
ADSS1	-0.7525204	0.00814
ADTRP	1.9230572	8.16e-12
AEBP1	0.0453792	0.834
AEBP2	-0.4915948	1.57e-05
AEN	-0.5926739	1.87e-08
TLE5	0.7014397	3.43e-09
AFAP1	-0.2073769	0.0277
AFAP1-AS1	-2.2470426	6.86e-09
AFAP1L1	1.838895	8.05e-18
AFAP1L2	0.1216216	0.572
AFDN	1.0550742	1.21e-11
AFF1	0.4315993	2.16e-07
AFF2	0.3218558	1.3e-05
AFF3	3.8654628	2.82e-28
AFF4	1.5040187	9e-14
AFG3L1P	0.8615005	3.5e-09
AFG3L2	-0.2838247	0.0182
AFTPH	-0.3476715	4.83e-06
AGA	-0.8254214	1.61e-05
AGAP1	-0.3704782	1e-04
AGAP2	-0.4519655	4.1e-08
AGAP2-AS1	-0.4067611	0.00806
AGAP3	0.2568685	3.48e-05
AGBL1	1.4771834	2.73e-31
AGBL2	1.5821251	3.36e-15
AGBL5	-0.4078998	0.00105
AGER	5.5067045	6.77e-43
AGFG1	0.5251272	0.000689
AGFG2	0.264443	0.0278
AGGF1	-0.5314306	8e-06
AGK	-0.7783781	3.09e-10
AGL	-0.2865678	0.0115
AGO1	0.1539304	0.342
AGO3	0.0526074	0.652
AGO4	0.8130053	2.44e-14
AGPAT1	0.1791726	0.021
AGPAT2	0.1792477	0.111
AGPAT3	0.4453565	1.23e-05
AGPAT4	0.9263744	1.45e-10
AGPAT5	-0.8530463	1.72e-10
AGPS	-0.5352887	3.33e-05
AGR2	-1.1668486	0.00148
AGR3	1.73726	0.00128
AGRN	-0.2864902	0.0364
AGT	-0.5890457	0.132
AGTPBP1	0.7729323	8.37e-13
AGTR1	3.2163233	7.61e-30
AGTR2	2.7569292	3.63e-15
AGTRAP	-0.1740788	0.131
AHCTF1	-0.8067898	1.02e-12
AHCY	-0.9157916	8.48e-09
AHCYL1	0.2670117	0.000249
AHCYL2	1.1712408	0.000216
AHDC1	-0.0476775	0.741
AHI1	0.7014244	2.74e-05
AHNAK	1.5199308	6.66e-20
AHNAK2	-1.719008	1.07e-10
AHR	0.13878	0.481
PDCD6-AHRR	0.952847	1.09e-06
AHSA1	-0.3459817	5.65e-05
USP34	1.2921009	1.11e-11
AIDA	0.368995	0.00202
AIF1	0.5905903	0.00179
AIF1L	1.3872361	5.22e-06
AIFM1	-0.4473735	0.000204
AIFM2	-0.9596127	2.09e-07
AIG1	-0.2506103	0.0152
CRYBG1	0.0809914	0.755
CRYBG2	-0.6859363	0.00154
AIM2	-1.9194122	5.05e-07
AIMP1	-0.6637848	1.58e-14
AIMP2	-0.8960989	3.65e-13
AIP	0.1619663	0.0677
AIRE	-0.436405	5.48e-13
AJUBA	0.5473462	0.0201
AK1	1.4538447	1.02e-12
AK2	-1.0531899	2.06e-16
AK3	0.3509661	0.000109
AK6	-0.623223	1.77e-13
TAF9	-0.4520426	3.46e-06
AK7	1.2535556	8.35e-12
AK8	0.0325145	0.69
AK9	0.4743327	0.00456
AKAP1	0.0908501	0.452
AKAP10	0.6228292	2.19e-05
AKAP11	0.6091352	4.52e-09
AKAP12	2.5862409	3.11e-20
AKAP13	1.1988738	9.8e-22
AKAP14	1.7557169	1.16e-11
AKAP7	0.8060753	9.34e-07
AKAP8	0.3938248	5.5e-10
AKAP8L	0.5068219	8.1e-07
AKAP9	0.4466846	0.0892
AKIP1	-0.2991981	0.0117
AKIRIN1	0.1060826	0.322
AKIRIN2	0.3514509	0.000362
AKNA	0.8044135	1.53e-09
AKR1A1	-0.3160883	0.00143
AKR1B1	0.266207	0.158
AKR1B10	-3.383174	4.89e-07
AKR1C1	-0.9938651	0.0367
AKR1C3	-0.2646637	0.539
AKR1E2	-0.655569	1.3e-15
AKR7A2	-0.6714522	1.15e-09
AKR7A3	-0.6110679	2.57e-06
AKT1	0.5538977	1.17e-06
AKT1S1	-0.1662981	0.152
AKT2	-0.5131127	1.21e-06
AKT3	1.3376817	6.11e-14
AKTIP	0.3862743	0.00067
ALAD	-0.4522182	0.000129
ALAS1	0.7458218	1.99e-10
ALCAM	0.8887682	1.35e-05
ALDH16A1	0.0709573	0.497
ALDH18A1	-1.6254563	1.25e-32
ALDH1A1	1.9930441	1.26e-07
ALDH1A3	-0.2783643	0.235
ALDH1B1	-0.9542365	4.88e-14
ALDH1L1	-0.1333311	0.219
ALDH1L2	-1.2546519	1.37e-06
ALDH2	1.3550052	5.59e-15
ALDH3A1	-0.2402796	0.431
ALDH3A2	0.7367017	0.00176
ALDH3B1	1.2193148	2.26e-06
ALDH3B2	-1.918655	1.35e-09
ALDH4A1	-0.2271521	0.0126
ALDH5A1	0.2967523	0.162
ALDH6A1	0.5146965	0.00977
ALDH7A1	-0.1453059	0.498
ALDH9A1	0.134015	0.191
ALDOA	-0.954675	9.93e-12
ALG1	-0.4858687	0.000148
ALG10	-1.1000183	1.36e-09
ALG10B	-0.3546528	0.00295
UTP14C	0.1572264	0.11
ALG12	-0.2701077	0.00464
ALG13	0.6576353	3.58e-05
ALG14	-0.4718294	1.91e-06
ALG2	-0.1190364	0.3
ALG3	-1.1803401	6.51e-15
ALG5	-0.3783807	0.000284
ALG6	-0.3940477	4.47e-05
ALG8	-0.9052693	1.23e-12
ALG9	-0.1353474	0.331
ALK	-0.3961183	0.0843
ALKBH1	-0.0621128	0.254
ALKBH2	-0.5438754	1.44e-05
ALKBH4	-0.5703219	4.73e-08
ALKBH5	-0.4553957	3.56e-12
ALKBH6	-0.1233809	0.235
ALKBH7	0.089864	0.348
ALKBH8	-0.0080719	0.91
ALMS1	0.2082105	0.0167
ALMS1-IT1	-0.5849296	0.000829
ALOX12	-0.2173995	0.251
ALOX12P2	-0.3608839	7.35e-08
ALOX15	0.4846279	0.0122
ALOX15B	0.8620212	0.00314
ALOX5	2.2362402	5.85e-23
ALOX5AP	1.7355752	2.08e-11
ALPK1	0.1143679	0.228
ALPK2	-1.2813964	1.73e-08
ALPK3	0.7678062	0.00765
ALPL	1.4773298	1.9e-05
ALPP	0.23133	0.397
ALPG	-0.394243	0.00488
ALS2	0.4299007	1.29e-06
ALS2CL	1.1488543	5.44e-19
ALX1	-0.5298926	0.000581
ALYREF	-1.1877341	2.79e-11
AMBP	-0.694486	0.00627
AMBRA1	0.1090962	0.0655
AMD1	-0.1965306	0.187
AMDHD1	0.0385816	0.866
AMER2	0.0926406	0.77
AMFR	-0.029899	0.851
AMHR2	-0.2466037	1.11e-05
AMIGO1	1.0300008	4.36e-15
AMIGO2	-0.1211022	0.65
GMPPB	-0.4815349	4e-07
AMMECR1	-0.7899664	2.25e-05
AMMECR1L	-0.0963955	0.381
AMN	-0.3988429	3.61e-09
AMN1	0.0441753	0.809
AMOTL1	1.1942483	4.94e-12
AMPD1	0.4323381	0.0543
AMPD2	-0.1164418	0.155
AMPD3	-0.7375277	3.88e-09
AMPH	-0.2297866	0.0953
AMT	1.0070808	9.81e-16
AMZ1	-0.4129772	1.54e-13
AMZ2	-0.2879667	0.00393
AMZ2P1	0.0905588	0.481
ANAPC10	-0.2869326	0.00273
ANAPC11	-0.9320809	8.74e-18
ANAPC13	-0.03628	0.635
ANAPC15	-0.0477812	0.631
ANAPC16	0.6613329	1.14e-08
ANAPC2	0.5503316	1.15e-07
ANAPC4	0.5207371	1.04e-09
ANAPC7	-0.4682376	4.55e-08
ANGEL1	0.1996719	0.00975
ANGEL2	-0.3187804	0.0216
ANGPT1	2.5755049	1.57e-21
ANGPT2	-0.5196206	0.0185
ANGPTL1	2.2527749	1.92e-25
ANGPTL2	-0.5476856	0.01
ANGPTL4	-0.8596285	0.00277
ANGPTL6	-0.137686	0.0248
ANK2	1.9441804	1.1e-14
ANK3	1.2840891	6.19e-22
ANKDD1A	1.0855161	4.49e-11
ANKEF1	-0.5953817	1.38e-05
ANKFY1	0.7502609	3.52e-10
ANKH	-0.5932076	0.00127
ANKIB1	-0.3555239	0.00619
ANKLE2	-0.2090958	0.114
ANKMY1	0.2669576	0.00087
ANKMY2	0.1102505	0.361
ANKRA2	-0.1259836	0.163
ANKRD1	1.7232936	3.09e-21
ANKRD10	1.1434835	6.92e-08
ANKRD11	0.5181839	4.1e-10
ANKRD12	0.548816	2.8e-08
ANKRD13A	0.4619392	7.57e-06
ANKRD13B	-0.5496588	2.4e-06
ANKRD13C	0.1431803	0.205
ANKRD13D	-0.1424555	0.12
ANKRD16	-0.7795426	2.87e-14
ANKRD17	-0.2201404	0.00769
ANKRD2	-0.4817454	0.000364
ANKRD20A11P	0.54618	2.52e-13
ANKRD22	-2.5921262	6.26e-13
ANKRD23	-0.3611913	1.33e-15
ANKRD26	-0.6109159	3.19e-08
ANKRD27	0.3608883	0.0093
ANKRD28	1.7393077	1.1e-13
ANKRD29	2.9949146	3.76e-16
ANKRD33B	0.7494096	3.33e-11
ANKRD36B	0.3239138	0.15
ANKRD36BP2	-1.3907456	7.58e-05
ANKRD37	0.0660146	0.713
ANKRD39	-0.5862263	6.75e-08
ANKRD40	0.9110893	3.42e-24
ANKRD44	1.4967747	1.25e-13
ANKRD49	0.0928021	0.203
ANKRD50	0.3587362	0.00954
ANKRD52	-0.1742051	0.048
ANKRD53	-0.0854678	0.162
ANKRD54	0.0153513	0.796
ANKRD6	1.0907518	3.59e-08
ANKRD65	0.0942385	0.601
ANKRD9	-0.5548796	7.52e-05
ANKS1A	0.8858194	8.6e-14
ANKS3	-0.0236969	0.618
ANKS6	-0.2112909	0.00408
ANKZF1	-0.1086188	0.168
ANLN	-4.1797676	5.34e-20
ANO1	0.9466172	0.000629
ANO10	-0.2235537	0.0227
ANO3	0.1295923	0.605
ANO5	0.8328211	1.29e-10
ANO6	0.6086429	1.58e-08
ANO7	-0.3458581	6.7e-11
ANO8	-0.1478145	0.19
ANO9	-0.1690358	0.172
ANOS1	2.424936	2e-13
ANP32A	-0.6939005	0.000974
ANP32B	-0.2520524	0.000342
ANP32E	-2.0218095	3.07e-18
ANPEP	0.9679767	0.00286
ANTXR1	-0.847384	6.24e-05
ANTXR2	0.4590436	0.00249
ANXA1	0.9736682	1.14e-05
ANXA11	0.5557003	0.000253
ANXA2	0.1318988	0.18
ANXA2P1	-0.1621052	0.15
ANXA2P2	0.0751616	0.463
ANXA2P3	-0.2793634	0.00152
ANXA3	2.4446959	1.34e-12
ANXA4	0.5785744	8.6e-07
ANXA5	0.3855139	1.03e-06
ANXA6	0.5046346	5.45e-05
ANXA7	-0.263743	0.00763
ANXA9	-0.7601087	2.04e-05
AOAH	0.0630333	0.684
AOC1	-1.6067413	0.00025
AOC3	2.4008463	1.86e-18
AOC4P	-0.2860638	1.98e-07
AOX1	2.2937222	2.73e-23
AP1AR	-0.4048631	0.0075
AP1B1	-0.0742773	0.357
AP1G2	0.2476266	0.0269
AP1M1	0.7138854	2.36e-13
AP1M2	-0.5936024	9.56e-05
AP1S1	-1.1228833	1.45e-18
AP1S2	1.1095012	7.77e-10
AP2A1	-0.4501081	7.53e-07
AP2A2	0.7375611	1.75e-13
AP2B1	-0.4093019	5.13e-05
AP2M1	-0.2552864	0.109
AP2S1	-0.5111198	1.43e-08
AP3B1	-0.1500116	0.143
AP3D1	-0.2401887	0.00427
AP3M1	0.3870747	0.000155
AP3M2	0.1096484	0.201
AP3S1	-0.4635469	1.85e-08
AP4B1	0.2082476	0.00337
AP4E1	-0.0834555	0.355
AP4M1	-0.0064046	0.962
AP4S1	0.2645102	0.0907
AP5B1	0.0839103	0.301
AP5M1	0.2011147	0.0631
AP5S1	-0.3755352	2.2e-07
APAF1	-0.0806922	0.171
APBA2	-0.8413288	1.15e-08
APBA3	0.0739345	0.251
APBB1	0.4917177	6.18e-11
APBB1IP	0.740753	2e-04
APBB2	0.9602236	5.23e-09
APC	0.8739804	9.13e-10
APC2	-0.4208255	3.1e-08
APCDD1	1.1288636	2.3e-09
APCDD1L	-0.7793922	5.66e-09
APCDD1L-DT	-0.4834049	1.98e-12
APEH	-0.1501311	0.077
APEX1	-0.5752476	2.99e-10
APEX2	-0.2747615	0.00577
APH1A	-0.5566396	2.04e-06
APH1B	0.9062917	9.99e-17
API5	-0.3680109	0.00564
APIP	0.3138015	0.00303
CENPS	-0.6469994	1.31e-05
APLN	0.4330276	0.00592
APLNR	0.638978	1.69e-05
APLP1	-0.4518617	4.41e-05
APLP2	0.8759365	5.27e-09
APMAP	-0.2346257	0.0138
APOA4	-0.533466	3.35e-12
APOA5	-0.1449001	0.000509
APOBEC1	-0.6556404	0.00366
APOBEC3A	0.7463915	0.00921
APOBEC3B	-1.7952465	3.77e-06
APOBEC3C	0.0327459	0.79
APOBEC3F	-0.7712158	5.29e-12
APOBEC3G	-0.7593247	1.36e-14
APOBR	1.1691363	6.1e-20
APOC1	1.0996974	2.08e-06
APOC2	0.6966989	0.000643
APOD	1.0672296	0.00165
APOE	0.1829086	0.418
APOH	1.6813567	3.12e-10
APOL1	-0.3609546	0.0789
APOL2	-0.4178683	2.16e-06
APOL3	1.3394281	2.55e-11
APOL4	0.699948	1.91e-06
APOL6	-0.5003858	0.00442
APOLD1	1.5229628	4.86e-08
DDX47	-0.3496932	0.00125
APOM	-0.0563718	0.544
APOO	-0.8170652	2.23e-08
APOOL	-1.2195278	1.14e-15
COA8	-0.5596586	1.26e-09
APP	0.2689658	0.0313
APPBP2	0.668462	5.03e-10
APPL1	0.5084323	1.3e-07
APPL2	0.5720286	1.93e-07
APRT	-0.6809012	1.05e-08
APTX	-0.2651687	0.0629
AQP1	2.879957	2.9e-13
AQP2	-0.3118331	3.39e-08
AQP3	0.5345113	0.131
AQP4	4.7943873	3.27e-11
AQP5	-0.2597542	0.463
AQP6	-0.1840746	0.0074
AQP9	1.0083336	4.21e-05
AQR	0.6838716	4.26e-12
AR	0.6824283	2.6e-07
ARAF	0.3687007	0.000892
ARAP1	0.9973041	4e-21
ARAP2	1.260304	4.91e-15
ARAP3	1.4603898	9.17e-22
ARC	1.2874773	1.12e-16
ARCN1	-0.0624473	0.5
AREG	0.8262708	0.0878
AREL1	0.2072018	0.053
ARF1	0.7916729	1.24e-14
ARF3	-0.2605621	0.0342
ARF4	-0.422781	3.51e-06
ARF5	-0.2751641	0.00273
ARF6	-0.6120149	1.88e-09
ARFGAP1	-0.1419462	0.0788
ARFGAP2	0.6536707	4.49e-14
ARFGAP3	-0.3184225	0.0013
ARFGEF1	-0.2759089	0.0145
ARFGEF2	-0.4402527	0.000613
ARFGEF3	1.4796734	4.8e-06
ARFIP1	-0.3314726	0.00314
ARFIP2	-0.0927328	0.306
ARFRP1	-0.1251245	0.0818
ARG2	-1.1863549	1.17e-05
ARGLU1	1.1566845	3.49e-16
ARHGAP1	0.1167557	0.0941
ARHGAP10	0.5331271	1e-07
ARHGAP12	-0.0942509	0.509
ARHGAP17	0.4388533	3.02e-08
ARHGAP18	1.4174886	3.95e-15
ARHGAP19	0.2745418	0.0251
ARHGAP20	1.3614454	1.69e-06
ARHGAP21	0.265825	0.0163
ARHGAP22	-0.1251691	0.272
ARHGAP23	0.714856	1.33e-05
ARHGAP24	1.0454407	2.49e-20
ARHGAP25	0.9952417	1.08e-10
ARHGAP26	1.0505481	1.01e-06
ARHGAP27	0.3442194	0.000495
ARHGAP28	1.0873138	1.79e-05
ARHGAP29	1.893929	5.39e-14
ARHGAP30	1.2429828	9.36e-12
ARHGAP31	1.9024995	5.93e-37
ARHGAP32	-0.5330981	9.46e-05
ARHGAP33	-0.6592255	6.02e-10
ARHGAP35	0.3335378	0.00231
ARHGAP39	-0.6114681	5.48e-07
ARHGAP4	0.4694163	7.94e-05
ARHGAP44	1.7144042	1.9e-11
ARHGAP45	0.3792907	0.00712
ARHGAP5	0.9711205	9.15e-07
ARHGAP5-AS1	0.0044591	0.977
ARHGAP6	2.7285233	1.46e-27
ARHGAP9	0.9164996	7.12e-09
ARHGDIA	0.4001997	0.000571
ARHGDIB	0.5580624	3.59e-05
ARHGEF10	1.2360245	3.43e-09
ARHGEF10L	0.2703449	0.00125
ARHGEF11	0.3973669	0.00065
ARHGEF12	1.0923574	6.03e-15
ARHGEF15	1.9763474	3.95e-40
ARHGEF16	-0.6879463	4.5e-09
ARHGEF17	0.7619455	3.57e-16
ARHGEF18	0.2559496	0.00301
ARHGEF19	-0.8697499	5.25e-12
ARHGEF2	0.9079089	6.1e-16
ARHGEF25	0.0975185	0.156
ARHGEF26	2.8530089	7.84e-27
ARHGEF28	0.9423312	4.94e-07
ARHGEF3	0.8890736	2.16e-12
ARHGEF37	0.9258774	1.16e-08
ARHGEF39	-1.0056771	7.09e-08
ARHGEF40	1.031352	1.8e-16
ARHGEF5	-0.4308106	5.16e-05
ARHGEF6	1.2501061	6.99e-15
ARHGEF7	0.6767496	5.08e-11
ARHGEF9	0.5701392	3.03e-08
ARID1A	0.4622025	0.00725
ARID1B	-0.2428463	0.00802
ARID2	0.8794531	3.31e-06
ARID3A	-0.3251029	0.0249
ARID3B	0.1747447	0.0352
