ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title
10551	0.028003	4.47E-05	0.2077	-4.081482	-0.8477347	63397.31	AGR2	"anterior gradient 2, protein disulphide isomerase family member"
440078	0.028003	5.11E-05	0.1325	4.050627	0.5368287	95.9	FAM66C	family with sequence similarity 66 member C
192666	0.028003	4.80E-05	0.6285	-4.065223	-2.554963	73.16	KRT24	keratin 24
7716	0.028003	4.17E-05	0.0486	4.097776	0.1991863	3373.17	VEZF1	vascular endothelial zinc finger 1
201266	0.028003	5.16E-05	0.0856	-4.048393	-0.3465062	1245.23	SLC39A11	solute carrier family 39 member 11
94122	0.028003	4.78E-05	0.2241	-4.066266	-0.9111653	709.5	SYTL5	synaptotagmin like 5
51309	0.028003	4.23E-05	0.1216	4.094678	0.4978505	137.42	ARMCX1	armadillo repeat containing X-linked 1
10549	0.029849	5.76E-05	0.0989	-4.02246	-0.3977081	1596.73	PRDX4	peroxiredoxin 4
6700	0.031129	6.41E-05	0.598	-3.997016	-2.3901983	217.84	SPRR2A	small proline rich protein 2A
11227	0.031129	6.53E-05	0.2309	-3.99277	-0.9219676	2470.22	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5
7922	0.031129	6.59E-05	0.1088	-3.990538	-0.4343187	5991.32	SLC39A7	solute carrier family 39 member 7
94121	0.031129	6.57E-05	0.1367	-3.991521	-0.545635	1271.58	SYTL4	synaptotagmin like 4
2954	0.03161	7.08E-05	0.0776	-3.973575	-0.3081755	1282.86	GSTZ1	glutathione S-transferase zeta 1
56052	0.03161	7.23E-05	0.0624	-3.968676	-0.2475492	1196.06	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
3960	0.03161	7.29E-05	0.2262	-3.966639	-0.8972195	133.8	LGALS4	galectin 4
100873930	0.03161	6.97E-05	0.1248	-3.977355	-0.4961815	27.38	DLG3-AS1	DLG3 antisense RNA 1
149466	0.031985	7.53E-05	0.0849	-3.959007	-0.3359246	761.79	C1orf210	chromosome 1 open reading frame 210
440603	0.032859	8.00E-05	0.2301	-3.944335	-0.9076026	601.61	BCL2L15	BCL2 like 15
4680	0.032859	8.04E-05	0.2631	-3.94317	-1.0374202	23293.55	CEACAM6	CEA cell adhesion molecule 6
400986	0.033053	8.40E-05	0.3318	-3.932698	-1.3048857	530.2	ANKRD36C	ankyrin repeat domain 36C
169200	0.033053	8.25E-05	0.1636	-3.936907	-0.6442635	460.34	TMEM64	transmembrane protein 64
50515	0.034802	9.01E-05	0.1444	3.91587	0.5653271	673.6	CHST11	carbohydrate sulfotransferase 11
6549	0.034821	9.69E-05	0.2388	-3.898155	-0.9308846	113.45	SLC9A2	solute carrier family 9 member A2
50859	0.034821	1.00E-04	0.3025	3.890117	1.1767989	130.37	SPOCK3	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
102723446	0.034821	1.03E-04	0.1519	3.882849	0.5896398	23.32	LOC102723446	uncharacterized LOC102723446
643253	0.034821	9.57E-05	0.0533	3.901124	0.2080788	307.51	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1
100505839	0.034821	1.01E-04	0.2889	-3.888155	-1.123291	46.53	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1
51655	0.034821	9.84E-05	0.4317	-3.89452	-1.6811732	122.46	RASD1	ras related dexamethasone induced 1
5055	0.034821	1.03E-04	0.4084	-3.882977	-1.5856833	524.83	SERPINB2	serpin family B member 2
1048	0.034821	9.83E-05	0.417	-3.894703	-1.624269	33617.51	CEACAM5	CEA cell adhesion molecule 5
81554	0.035492	1.07E-04	0.0618	-3.874376	-0.2394506	1373.06	RCC1L	RCC1 like
112268412	0.035703	1.09E-04	0.1408	3.868901	0.5446883	53.6	LOC112268412	uncharacterized LOC112268412
8013	0.035703	1.14E-04	0.3131	3.858135	1.2081313	441.18	NR4A3	nuclear receptor subfamily 4 group A member 3
144568	0.035703	1.14E-04	0.3438	-3.859454	-1.3267841	150.09	A2ML1	alpha-2-macroglobulin like 1
27286	0.035703	1.12E-04	0.2102	-3.862169	-0.8120038	3199.35	SRPX2	sushi repeat containing protein X-linked 2
26998	0.036034	1.17E-04	0.4262	-3.852308	-1.6419346	43.23	FETUB	fetuin B
9687	0.037506	1.31E-04	0.382	3.825296	1.4611465	20.38	GREB1	growth regulating estrogen receptor binding 1
10874	0.037506	1.27E-04	0.2842	-3.831974	-1.0891695	86.49	NMU	neuromedin U
2762	0.037506	1.30E-04	0.1771	-3.826099	-0.6776157	2351.65	GMDS	"GDP-mannose 4,6-dehydratase"
6185	0.037506	1.27E-04	0.0931	-3.833163	-0.3568813	8368.28	RPN2	ribophorin II
25786	0.037506	1.29E-04	0.1411	-3.828242	-0.5402207	54.48	DGCR11	DiGeorge syndrome critical region gene 11
11068	0.037964	1.36E-04	0.0885	-3.815162	-0.3376466	1185.08	CYB561D2	cytochrome b561 family member D2
92689	0.037964	1.39E-04	0.1293	-3.809562	-0.4925385	3254.38	FAM114A1	family with sequence similarity 114 member A1
10497	0.037964	1.39E-04	0.1165	-3.809308	-0.4439225	4762.59	UNC13B	unc-13 homolog B
107987228	0.037964	1.37E-04	0.2378	3.813248	0.9066724	22.14	LOC107987228	uncharacterized LOC107987228
4118	0.038492	1.52E-04	0.3782	-3.787514	-1.4326109	72.33	MAL	"mal, T cell differentiation protein"
26154	0.038492	1.50E-04	0.2854	-3.791178	-1.0818233	432.18	ABCA12	ATP binding cassette subfamily A member 12
885	0.038492	1.48E-04	0.5713	-3.793623	-2.1671427	28.28	CCK	cholecystokinin
100996643	0.038492	1.52E-04	0.3019	-3.787807	-1.1434851	19.49	LOC100996643	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
23329	0.038492	1.45E-04	0.0941	-3.798903	-0.3573713	495.38	TBC1D30	TBC1 domain family member 30
103091864	0.038492	1.44E-04	0.1271	-3.800568	-0.4830388	188.45	SNHG22	small nucleolar RNA host gene 22
54621	0.039263	1.57E-04	0.1127	-3.779634	-0.4260597	335	VSIG10	V-set and immunoglobulin domain containing 10
7852	0.040399	1.64E-04	0.4235	3.769606	1.5963423	959.57	CXCR4	C-X-C motif chemokine receptor 4
112268252	0.041197	1.69E-04	0.2802	-3.761834	-1.0541229	863.34	LOC112268252	uncharacterized LOC112268252
8754	0.041638	1.76E-04	0.131	-3.750676	-0.4914328	3632.57	ADAM9	ADAM metallopeptidase domain 9
105376294	0.041638	1.75E-04	0.2351	-3.753285	-0.8823956	120.88	LOC105376294	
9949	0.041638	1.75E-04	0.0847	-3.752964	-0.317989	665.54	AMMECR1	AMMECR nuclear protein 1
344905	0.04212	1.80E-04	0.2498	-3.745015	-0.9355796	214.23	ATP13A5	ATPase 13A5
26768	0.043214	1.87E-04	0.3405	-3.735827	-1.2721017	23.78	SNORA73B	"small nucleolar RNA, H/ACA box 73B"
493812	0.043682	1.92E-04	0.0729	3.729904	0.2719182	298.6	HCG11	HLA complex group 11
6748	0.043682	1.93E-04	0.1029	-3.727698	-0.3835783	6820.46	SSR4	signal sequence receptor subunit 4
2582	0.04413	1.98E-04	0.1585	-3.721036	-0.5896424	3216.51	GALE	UDP-galactose-4-epimerase
124976	0.04413	1.99E-04	0.3459	-3.719808	-1.2867039	1060.89	SPNS2	"SPNS lysolipid transporter 2, sphingosine-1-phosphate"
3620	0.044776	2.04E-04	0.5157	-3.713515	-1.9148771	1654.57	IDO1	"indoleamine 2,3-dioxygenase 1"
439936	0.045676	2.15E-04	0.5051	3.700756	1.8691405	15.2	LINC02899	long intergenic non-protein coding RNA 2899
26503	0.045676	2.15E-04	0.1134	-3.701096	-0.4195993	1313.36	SLC17A5	solute carrier family 17 member 5
346389	0.045676	2.13E-04	0.1865	-3.703261	-0.6905564	2733.93	MACC1	MET transcriptional regulator MACC1
89796	0.046496	2.21E-04	0.1413	-3.693714	-0.522065	1293.51	NAV1	neuron navigator 1
6396	0.04694	2.27E-04	0.0861	-3.687207	-0.3176084	2512.41	SEC13	"SEC13 homolog, nuclear pore and COPII coat complex component"
6947	0.04694	2.28E-04	0.3118	-3.686309	-1.1494583	2693.48	TCN1	transcobalamin 1
7348	0.047974	2.35E-04	0.2427	-3.678289	-0.8926047	10138.69	UPK1B	uroplakin 1B
2983	0.048036	2.40E-04	0.1864	-3.6731	-0.6846439	135.59	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1
51809	0.048036	2.38E-04	0.1449	-3.674336	-0.5324283	2464.36	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
11130	0.048115	2.42E-04	0.1954	-3.670282	-0.7170108	324.53	ZWINT	ZW10 interacting kinetochore protein
10008	0.048542	2.47E-04	0.1208	-3.665641	-0.4428937	5120.03	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
64834	0.04893	2.60E-04	0.0685	-3.652271	-0.2502406	2584.9	ELOVL1	ELOVL fatty acid elongase 1
10327	0.04893	2.63E-04	0.088	-3.649739	-0.3211262	7434.06	AKR1A1	aldo-keto reductase family 1 member A1
54884	0.04893	2.61E-04	0.0836	-3.651658	-0.3052231	1858.96	RETSAT	retinol saturase
110599583	0.04893	2.58E-04	0.1409	-3.654331	-0.5147977	49.22	EEF1AKMT4-ECE2	EEF1AKMT4-ECE2 readthrough
91754	0.04893	2.59E-04	0.0427	3.653676	0.1559922	2899.67	NEK9	NIMA related kinase 9
26974	0.04893	2.57E-04	0.1464	3.65555	0.5352747	73.06	ZNF285	zinc finger protein 285
57402	0.049785	2.71E-04	0.2075	-3.641385	-0.7555156	6702.11	S100A14	S100 calcium binding protein A14
58527	0.049785	2.72E-04	0.1382	-3.64081	-0.5031856	886.79	ABRACL	ABRA C-terminal like
3853	0.050987	2.81E-04	0.5191	-3.632388	-1.885477	4672.17	KRT6A	keratin 6A
2806	0.050987	2.83E-04	0.0499	-3.630254	-0.1811949	3389.59	GOT2	glutamic-oxaloacetic transaminase 2
84985	0.051897	2.99E-04	0.2351	-3.615821	-0.8501028	1348.88	FAM83A	family with sequence similarity 83 member A
84216	0.051897	3.00E-04	0.1105	-3.615672	-0.3994105	157.16	TMEM117	transmembrane protein 117
11261	0.051897	3.00E-04	0.0731	-3.614947	-0.2642721	4299.56	CHP1	calcineurin like EF-hand protein 1
57719	0.051897	2.99E-04	0.2068	-3.616524	-0.7478317	409.72	ANO8	anoctamin 8
105372594	0.051897	2.93E-04	0.2605	-3.62178	-0.943597	1051.03	LOC105372594	uncharacterized LOC105372594
2065	0.0522	3.05E-04	0.0975	-3.611344	-0.3520067	4599.52	ERBB3	erb-b2 receptor tyrosine kinase 3
10020	0.052455	3.09E-04	0.1497	-3.607994	-0.5400805	3511.6	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
54933	0.053805	3.32E-04	0.1024	-3.588581	-0.3675885	835.21	RHBDL2	rhomboid like 2
84077	0.053805	3.30E-04	0.119	3.59083	0.4273232	36.94	C3orf20	chromosome 3 open reading frame 20
107986486	0.053805	3.33E-04	0.1285	-3.587873	-0.4611497	87.82	LOC107986486	
55553	0.053805	3.34E-04	0.133	3.587208	0.4772566	120.48	SOX6	SRY-box transcription factor 6
80150	0.053805	3.24E-04	0.1844	-3.595124	-0.663101	973.53	ASRGL1	asparaginase and isoaspartyl peptidase 1
27111	0.053805	3.33E-04	0.249	-3.587805	-0.8932089	919.2	SDCBP2	syndecan binding protein 2
9843	0.053805	3.33E-04	0.2317	-3.588518	-0.8314972	12.94	HEPH	hephaestin
101928957	0.054493	3.41E-04	0.2813	-3.581919	-1.007754	74.24	LOC101928957	uncharacterized LOC101928957
8811	0.054497	3.45E-04	0.1605	-3.578598	-0.5745089	21.93	GALR2	galanin receptor 2
2527	0.054497	3.46E-04	0.2037	-3.577999	-0.7288417	292.49	FUT5	fucosyltransferase 5
7804	0.056648	3.63E-04	0.1168	3.565932	0.4166677	849.31	LRP8	LDL receptor related protein 8
110599564	0.056866	3.67E-04	0.1456	-3.562408	-0.5186753	148.73	EEF1AKMT4	EEF1A lysine methyltransferase 4
9500	0.056866	3.69E-04	0.1018	-3.561097	-0.3626315	6589.03	MAGED1	MAGE family member D1
7264	0.056932	3.72E-04	0.1292	-3.558896	-0.4596909	3417.16	GFUS	GDP-L-fucose synthase
150368	0.05757	3.79E-04	0.1352	-3.554081	-0.4803584	740.8	PHETA2	PH domain containing endocytic trafficking adaptor 2
105374119	0.058031	3.99E-04	0.1864	3.540469	0.6599311	10.37	LINC02004	long intergenic non-protein coding RNA 2004
101928919	0.058031	3.90E-04	0.2235	-3.546974	-0.7927098	38.98	LINC02489	long intergenic non-protein coding RNA 2489
105369617	0.058031	3.95E-04	0.3026	3.543641	1.0724308	43.38	LOC105369617	uncharacterized LOC105369617
9245	0.058031	3.92E-04	0.2741	-3.545307	-0.9715916	1421.82	GCNT3	"glucosaminyl (N-acetyl) transferase 3, mucin type"
3073	0.058031	3.99E-04	0.0499	-3.540653	-0.1767279	2693.22	HEXA	hexosaminidase subunit alpha
92359	0.058031	3.92E-04	0.118	-3.545154	-0.4183658	753.48	CRB3	crumbs cell polarity complex component 3
63910	0.058031	4.01E-04	0.2899	-3.539126	-1.0258789	263.66	SLC17A9	solute carrier family 17 member 9
23418	0.059294	4.18E-04	0.1744	3.528139	0.6152807	52.46	CRB1	crumbs cell polarity complex component 1
5136	0.059294	4.20E-04	0.1719	3.52727	0.606205	143.31	PDE1A	phosphodiesterase 1A
84516	0.059294	4.13E-04	0.0598	-3.531409	-0.2111866	2643.19	DCTN5	dynactin subunit 5
37	0.059294	4.21E-04	0.0898	-3.526334	-0.3165364	11696.4	ACADVL	acyl-CoA dehydrogenase very long chain
57111	0.059797	4.28E-04	0.1094	-3.522349	-0.3853692	4723.42	RAB25	"RAB25, member RAS oncogene family"
54867	0.060412	4.39E-04	0.0914	-3.515258	-0.3212157	2715.33	TMEM214	transmembrane protein 214
79695	0.060412	4.41E-04	0.1404	-3.514446	-0.4934381	3186.22	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
100528031	0.060412	4.37E-04	0.2099	-3.51682	-0.7381203	1125.21	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)
7416	0.06093	4.52E-04	0.0752	-3.507807	-0.2637857	6383.14	VDAC1	voltage dependent anion channel 1
57053	0.06093	4.53E-04	0.1239	3.50708	0.4343698	242.35	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit
29880	0.06093	4.47E-04	0.0799	-3.510461	-0.2804434	1004.92	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase
56938	0.061349	4.59E-04	0.2294	-3.503577	-0.8037879	734.65	BMAL2	basic helix-loop-helix ARNT like 2
105377022	0.061793	4.71E-04	0.2259	-3.496859	-0.7897987	53.11	LOC105377022	replaced by ID 2720
1024	0.061793	4.74E-04	0.0663	-3.495028	-0.231862	512.58	CDK8	cyclin dependent kinase 8
25959	0.061793	4.66E-04	0.1269	-3.499438	-0.4442522	567.29	KANK2	KN motif and ankyrin repeat domains 2
10755	0.061793	4.71E-04	0.0861	-3.496565	-0.3010128	5784.27	GIPC1	GIPC PDZ domain containing family member 1
102724316	0.062253	4.82E-04	0.0564	3.490475	0.1969696	812.11	SVIL-AS1	SVIL antisense RNA 1
60625	0.062253	4.83E-04	0.1565	-3.48979	-0.5461009	1670.55	DHX35	DEAH-box helicase 35
8751	0.062428	5.25E-04	0.1278	-3.4676	-0.4433273	5660	ADAM15	ADAM metallopeptidase domain 15
10602	0.062428	5.05E-04	0.0715	3.478317	0.2487951	1382.59	CDC42EP3	CDC42 effector protein 3
327	0.062428	5.27E-04	0.0478	-3.466617	-0.1658297	2904.14	APEH	acylaminoacyl-peptide hydrolase
64087	0.062428	5.20E-04	0.0785	-3.469992	-0.2723403	2551.85	MCCC2	methylcrotonyl-CoA carboxylase subunit 2
23120	0.062428	5.18E-04	0.2562	-3.471194	-0.889176	1137.54	ATP10B	ATPase phospholipid transporting 10B (putative)
5550	0.062428	5.04E-04	0.0774	-3.478508	-0.2691142	1028.93	PREP	prolyl endopeptidase
9583	0.062428	5.01E-04	0.0902	-3.480391	-0.3139062	2929.72	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
105369690	0.062428	4.97E-04	0.1656	-3.482559	-0.576664	59.59	LOC105369690	uncharacterized LOC105369690
2108	0.062428	5.29E-04	0.0728	-3.465714	-0.2522959	1702.39	ETFA	electron transfer flavoprotein subunit alpha
58189	0.062428	5.02E-04	0.2411	-3.479642	-0.839058	127.61	WFDC1	WAP four-disulfide core domain 1
57707	0.062428	5.26E-04	0.0485	-3.46701	-0.1680211	1049.02	MEAK7	"MTOR associated protein, eak-7 homolog"
10749	0.062428	5.13E-04	0.1096	-3.474053	-0.3808332	4767.11	KIF1C	kinesin family member 1C
4669	0.062428	5.06E-04	0.0934	-3.477612	-0.3246565	1517.01	NAGLU	N-acetyl-alpha-glucosaminidase
6528	0.062428	5.21E-04	0.5199	-3.469957	-1.8040847	99.81	SLC5A5	solute carrier family 5 member 5
51186	0.062428	5.11E-04	0.1322	-3.474688	-0.4594789	606.61	TCEAL9	transcription elongation factor A like 9
150759	0.063091	5.39E-04	0.3695	-3.460533	-1.2788328	2053.42	LINC00342	long intergenic non-protein coding RNA 342
730971	0.063091	5.40E-04	0.177	3.459896	0.6124428	24.73	LINC02447	long intergenic non-protein coding RNA 2447
55974	0.063273	5.51E-04	0.0926	-3.454799	-0.3198065	1644.57	SLC50A1	solute carrier family 50 member 1
9982	0.063273	5.51E-04	0.4053	-3.454714	-1.4002818	2459.59	FGFBP1	fibroblast growth factor binding protein 1
55521	0.063273	5.49E-04	0.1483	3.455493	0.512581	207.26	TRIM36	tripartite motif containing 36
105374408	0.064476	5.64E-04	0.2391	-3.448179	-0.8245655	14.86	LOC105374408	uncharacterized LOC105374408
129642	0.064949	6.01E-04	0.1401	-3.431141	-0.4806278	2483.2	MBOAT2	membrane bound O-acyltransferase domain containing 2
389015	0.064949	6.14E-04	0.2828	-3.42542	-0.9688222	128.19	SLC9A4	solute carrier family 9 member A4
1475	0.064949	5.80E-04	0.2387	-3.440587	-0.8211562	2579.71	CSTA	cystatin A
10098	0.064949	6.07E-04	0.1586	-3.428493	-0.5438363	592.33	TSPAN5	tetraspanin 5
79071	0.064949	5.88E-04	0.1339	-3.43697	-0.460357	256.73	ELOVL6	ELOVL fatty acid elongase 6
105374947	0.064949	5.88E-04	0.4147	3.436959	1.4252876	25.51	LOC105374947	uncharacterized LOC105374947
11014	0.064949	6.04E-04	0.0963	-3.42976	-0.3301417	7044.03	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
5654	0.064949	5.76E-04	0.1465	3.442885	0.5045323	553.47	HTRA1	HtrA serine peptidase 1
10330	0.064949	5.91E-04	0.0626	-3.435816	-0.2149905	1887.66	CNPY2	canopy FGF signaling regulator 2
8139	0.064949	6.14E-04	0.1945	-3.425191	-0.6662918	110.72	GAN	gigaxonin
6861	0.064949	6.11E-04	0.3626	-3.426653	-1.2425701	661.23	SYT5	synaptotagmin 5
107985449	0.064949	6.00E-04	0.4025	-3.431589	-1.3812049	36.25	LOC107985449	uncharacterized LOC107985449
92747	0.064949	5.85E-04	0.2535	-3.43839	-0.8716284	509169.83	BPIFB1	BPI fold containing family B member 1
10406	0.064949	5.83E-04	0.1535	-3.43935	-0.5280618	92724.84	WFDC2	WAP four-disulfide core domain 2
9582	0.064949	6.05E-04	0.3336	-3.429316	-1.1441547	130.52	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
23193	0.065481	6.22E-04	0.0414	-3.421624	-0.1416525	8520.56	GANAB	glucosidase II alpha subunit
130612	0.066425	6.37E-04	0.1123	-3.415188	-0.3835915	152.8	TMEM198	transmembrane protein 198
9177	0.066425	6.38E-04	0.2767	-3.415047	-0.9448933	34.42	HTR3B	5-hydroxytryptamine receptor 3B
967	0.066957	6.52E-04	0.1036	-3.408895	-0.3530561	20481.36	CD63	CD63 molecule
1366	0.066957	6.51E-04	0.1278	-3.409387	-0.4356744	13630.92	CLDN7	claudin 7
220441	0.066957	6.50E-04	0.1389	-3.41004	-0.4735813	1085.54	RNF152	ring finger protein 152
162514	0.06779	6.64E-04	0.3713	-3.404201	-1.2638974	35.84	TRPV3	transient receptor potential cation channel subfamily V member 3
1104	0.06785	6.74E-04	0.1044	-3.400048	-0.3549134	1328.05	RCC1	regulator of chromosome condensation 1
9125	0.06785	6.70E-04	0.0403	3.401503	0.1370923	2670.04	CNOT9	CCR4-NOT transcription complex subunit 9
51660	0.06785	6.71E-04	0.0478	-3.401177	-0.1627407	1454.57	MPC1	mitochondrial pyruvate carrier 1
84815	0.068461	6.83E-04	0.3625	-3.396302	-1.2311541	15.6	MGC12916	uncharacterized protein MGC12916
50506	0.068985	6.95E-04	0.4323	-3.391643	-1.4662583	2595.6	DUOX2	dual oxidase 2
5034	0.068985	6.92E-04	0.1132	-3.392678	-0.3839008	23621.62	P4HB	prolyl 4-hydroxylase subunit beta
4069	0.069428	7.02E-04	0.2231	-3.388609	-0.7560472	16512.97	LYZ	lysozyme
1893	0.06966	7.11E-04	0.3105	-3.385155	-1.0511979	146.69	ECM1	extracellular matrix protein 1
105370546	0.06966	7.11E-04	0.2424	-3.385186	-0.820553	16.79	LOC105370546	uncharacterized LOC105370546
4582	0.070053	7.60E-04	0.2196	-3.366788	-0.7392722	22761.52	MUC1	"mucin 1, cell surface associated"
105371606	0.070053	7.35E-04	0.1333	-3.37628	-0.4500956	459.18	LOC105371606	uncharacterized LOC105371606
841	0.070053	7.49E-04	0.0806	3.371111	0.2717155	1332.64	CASP8	caspase 8
130749	0.070053	7.80E-04	0.0567	3.359694	0.1903882	346.49	CPO	carboxypeptidase O
152330	0.070053	7.96E-04	0.1946	3.354166	0.6528089	54.97	CNTN4	contactin 4
22820	0.070053	7.90E-04	0.0732	-3.356198	-0.2456332	6166.68	COPG1	COPI coat complex subunit gamma 1
23530	0.070053	7.82E-04	0.058	-3.35893	-0.1948981	1448.63	NNT	nicotinamide nucleotide transhydrogenase
57486	0.070053	7.98E-04	0.1052	-3.353642	-0.3528291	394.65	NLN	neurolysin
105374944	0.070053	7.76E-04	0.2443	-3.361276	-0.821158	13.71	LOC105374944	replaced by ID 105374945
3382	0.070053	7.75E-04	0.0966	-3.361489	-0.3247155	1351.95	ICA1	islet cell autoantigen 1
108570035	0.070053	7.51E-04	0.3455	-3.370279	-1.1642758	40.26	LINP1	lncRNA in non-homologous end joining pathway 1
6840	0.070053	7.87E-04	0.1013	3.357345	0.3399903	1402.42	SVIL	supervillin
254225	0.070053	7.60E-04	0.0477	3.367116	0.1606008	884.04	RNF169	ring finger protein 169
25996	0.070053	7.38E-04	0.0683	-3.374939	-0.2304488	1459.15	REXO2	RNA exonuclease 2
2012	0.070053	7.53E-04	0.2844	-3.369527	-0.9583769	1312.11	EMP1	epithelial membrane protein 1
55147	0.070053	7.91E-04	0.0358	3.355754	0.1199948	4081.1	RBM23	RNA binding motif protein 23
64841	0.070053	7.74E-04	0.1497	-3.36182	-0.5032545	1649.28	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
3503	0.070053	7.92E-04	0.5616	-3.355745	-1.8847447	73.42	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)
23423	0.070053	7.50E-04	0.1208	-3.370765	-0.4071751	4879.74	TMED3	transmembrane p24 trafficking protein 3
51458	0.070053	7.87E-04	0.5836	-3.357219	-1.9593349	58.74	RHCG	Rh family C glycoprotein
7283	0.070053	7.91E-04	0.0966	-3.355824	-0.3243317	961.14	TUBG1	tubulin gamma 1
79839	0.070053	7.94E-04	0.1792	3.354818	0.6011661	29.86	CCDC102B	coiled-coil domain containing 102B
2528	0.070053	7.98E-04	0.1941	-3.353552	-0.6510666	3099.2	FUT6	fucosyltransferase 6
64412	0.070053	7.35E-04	0.0353	3.376037	0.1192423	792.14	GZF1	GDNF inducible zinc finger protein 1
