Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0010875~positive regulation of cholesterol efflux	2	18.181818181818183	0.014285836765705166	APOA1, PLTP	11	28	19478	126.48051948051948	0.7975300198293473	0.0689446904779684	0.05590110038754195
GOTERM_BP_DIRECT	GO:0033344~cholesterol efflux	2	18.181818181818183	0.015299190076578163	APOA2, APOA1	11	30	19478	118.04848484848485	0.8193754577767853	0.07075875410417401	0.057371962787168114
GOTERM_BP_DIRECT	GO:0050766~positive regulation of phagocytosis	2	18.181818181818183	0.027887238115475558	APOA2, APOA1	11	55	19478	64.3900826446281	0.9566940521645284	0.12381933723271149	0.10039405721571201
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	2	18.181818181818183	0.02988782966703877	SAA1, SAA2	11	59	19478	60.02465331278891	0.96554622768526	0.12759804204005012	0.10345787192436498
GOTERM_BP_DIRECT	GO:0045785~positive regulation of cell adhesion	2	18.181818181818183	0.03188471499330602	SAA1, SAA2	11	63	19478	56.21356421356421	0.9725902201773026	0.1310816060835914	0.10628238331102008
GOTERM_BP_DIRECT	GO:0030168~platelet activation	2	18.181818181818183	0.03337995044830469	SAA1, SAA2	11	66	19478	53.65840220385675	0.9769116079373512	0.1315756453924393	0.10668295572359943
GOTERM_BP_DIRECT	GO:0001819~positive regulation of cytokine production	2	18.181818181818183	0.03437561906649315	SAA1, SAA2	11	68	19478	52.080213903743314	0.9794073272884924	0.1315756453924393	0.10668295572359943
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	2	18.181818181818183	0.04428165866349802	APOA2, APOA1	11	88	19478	40.243801652892564	0.9934442679010975	0.1638421370549427	0.13284497599049405
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	2	18.181818181818183	0.05750972299708154	APOA2, APOA1	11	115	19478	30.79525691699605	0.9986044881645091	0.2059219113766468	0.16696371192701093
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	2	18.181818181818183	0.07105345031500396	SAA1, SAA2	11	143	19478	24.765416401780037	0.9997201208242928	0.24222932288507304	0.19640215369059974
GOTERM_BP_DIRECT	GO:0030317~flagellated sperm motility	2	18.181818181818183	0.07201412301988658	LDHC, PLTP	11	145	19478	24.42382445141066	0.999750487844428	0.24222932288507304	0.19640215369059974
