ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
37340_at	0.0637	0.0337	2.1733879	-4.422651	0.63870683	GGCX	gamma-glutamyl carboxylase	GGCX	gamma-glutamyl carboxylase
37263_at	5.25e-07	1.68e-08	-6.5136909	9.293937	-1.82280707	GGH	gamma-glutamyl hydrolase	GGH	gamma-glutamyl hydrolase
35296_at	0.549	0.467	0.7314546	-6.431512	0.07800336	GGPS1	geranylgeranyl diphosphate synthase 1	GGPS1	geranylgeranyl diphosphate synthase 1
41868_at	0.22	0.153	-1.4484229	-5.665887	-0.44243785	GGT2///GGTLC1///GGTLC2///GGT1	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1	GGT2///GGTLC1///GGTLC2///GGT1	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1
38237_at	0.519	0.437	0.78169	-6.393813	0.11346778	GGT5	gamma-glutamyltransferase 5	GGT5	gamma-glutamyltransferase 5
1332_f_at	0.0266	0.0115	2.6081023	-3.474275	0.57403711	GH1	growth hormone 1	GH1	growth hormone 1
31493_s_at	0.24	0.17	1.3895741	-5.746763	0.38280545	GH1///CSHL1///CSH2///CSH1	growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1	GH1///CSHL1///CSH2///CSH1	growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
309_f_at	0.00151	0.000325	3.814402	-0.186064	0.90019211	GH2	growth hormone 2	GH2	growth hormone 2
41752_at	6.52e-05	6.83e-06	4.9298641	3.49063	0.59065734	GHITM	growth hormone inducible transmembrane protein	GHITM	growth hormone inducible transmembrane protein
160030_at	3.22e-07	8.9e-09	6.676087	9.909117	1.54758642	GHR	growth hormone receptor	GHR	growth hormone receptor
1390_s_at	0.0289	0.0128	2.5671217	-3.569656	0.58576278	GHRH	growth hormone releasing hormone	GHRH	growth hormone releasing hormone
1123_at	0.0115	0.00412	2.983524	-2.546455	0.74926256	GHRHR	growth hormone releasing hormone receptor	GHRHR	growth hormone releasing hormone receptor
32470_at	0.0507	0.0253	2.2940524	-4.173757	0.65880251	GIF	gastric intrinsic factor	GIF	gastric intrinsic factor
38103_at	0.000703	0.000126	4.1004411	0.709301	0.64358105	GIGYF2	GRB10 interacting GYF protein 2	GIGYF2	GRB10 interacting GYF protein 2
32927_at	0.454	0.371	0.9004192	-6.294992	0.33627658	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
39677_at	8.1e-06	5.12e-07	-5.6260829	5.98463	-1.57383224	GINS1	GINS complex subunit 1	GINS1	GINS complex subunit 1
611_at	0.00112	0.000224	3.9284756	0.166507	0.92486034	GIP	gastric inhibitory polypeptide	GIP	gastric inhibitory polypeptide
35756_at	0.794	0.745	0.3266754	-6.644834	0.04190656	GIPC1	GIPC PDZ domain containing family member 1	GIPC1	GIPC PDZ domain containing family member 1
35589_at	0.00261	0.00065	3.5982297	-0.836694	1.00023809	GIPR	gastric inhibitory polypeptide receptor	GIPR	gastric inhibitory polypeptide receptor
36741_at	0.781	0.73	0.3466734	-6.638104	0.08102412	GIT2	GIT ArfGAP 2	GIT2	GIT ArfGAP 2
32531_at	9.65e-13	1.53e-16	-11.3306641	27.240466	-2.9454464	GJA1	gap junction protein alpha 1	GJA1	gap junction protein alpha 1
40687_at	5.59e-05	5.69e-06	4.9800323	3.666225	1.36330094	GJA4	gap junction protein alpha 4	GJA4	gap junction protein alpha 4
2074_at	0.00078	0.000143	4.0628982	0.58968	0.91945102	GJA5	gap junction protein alpha 5	GJA5	gap junction protein alpha 5
31778_at	0.000267	3.77e-05	4.4513076	1.855394	1.02927801	GJA8	gap junction protein alpha 8	GJA8	gap junction protein alpha 8
37250_at	0.0883	0.0504	-1.9968443	-4.766003	-0.23480563	GJA9-MYCBP///MYCBP	GJA9-MYCBP readthrough///MYC binding protein	GJA9-MYCBP///MYCBP	GJA9-MYCBP readthrough///MYC binding protein
39598_at	0.014	0.0052	2.90045	-2.759906	0.5459858	GJB1	gap junction protein beta 1	GJB1	gap junction protein beta 1
41076_at	1.61e-06	6.94e-08	-6.1482776	7.918823	-1.90553735	GJB3	gap junction protein beta 3	GJB3	gap junction protein beta 3
38903_at	2.83e-06	1.41e-07	-5.9650062	7.235185	-1.41110488	GJB5	gap junction protein beta 5	GJB5	gap junction protein beta 5
33041_at	0.331	0.252	1.155722	-6.036812	0.3127602	GJC1	gap junction protein gamma 1	GJC1	gap junction protein gamma 1
39505_at	0.000253	3.55e-05	4.4683418	1.912254	0.82817156	GJC2	gap junction protein gamma 2	GJC2	gap junction protein gamma 2
38129_at	0.46	0.377	0.8892164	-6.304898	0.25436269	GK	glycerol kinase	GK	glycerol kinase
34048_at	0.0209	0.00853	2.720072	-3.207608	0.67897491	GK2	glycerol kinase 2	GK2	glycerol kinase 2
38130_s_at	0.773	0.72	0.3599155	-6.633428	0.12639679	GK3P///GK2///GK	glycerol kinase 3 pseudogene///glycerol kinase 2///glycerol kinase	GK3P///GK2///GK	glycerol kinase 3 pseudogene///glycerol kinase 2///glycerol kinase
36833_at	4.07e-05	3.77e-06	-5.0920881	4.060984	-1.18794557	GLA	galactosidase alpha	GLA	galactosidase alpha
35707_at	0.000241	3.35e-05	4.4853388	1.969097	1.17985657	GLB1L2	galactosidase beta 1 like 2	GLB1L2	galactosidase beta 1 like 2
33296_at	0.0319	0.0144	2.5198767	-3.678117	0.42478763	GLCE	glucuronic acid epimerase	GLCE	glucuronic acid epimerase
35192_at	0.896	0.868	-0.1670253	-6.684258	-0.05237543	GLDC	glycine decarboxylase	GLDC	glycine decarboxylase
35441_at	0.189	0.127	1.5454992	-5.525671	0.24114932	GLE1	GLE1, RNA export mediator	GLE1	GLE1, RNA export mediator
37706_at	0.295	0.219	1.2415824	-5.936188	0.14756831	GLG1	golgi glycoprotein 1	GLG1	golgi glycoprotein 1
33474_at	0.142	0.0901	1.7224703	-5.24862	0.40685858	GLI1	GLI family zinc finger 1	GLI1	GLI family zinc finger 1
1200_at	0.00457	0.00131	3.3723799	-1.490246	0.69857484	GLI2	GLI family zinc finger 2	GLI2	GLI family zinc finger 2
40358_at	0.163	0.106	-1.6400257	-5.381097	-0.46403143	GLI3	GLI family zinc finger 3	GLI3	GLI family zinc finger 3
531_at	0.00948	0.00326	-3.0650434	-2.332693	-0.92989025	GLIPR1	GLI pathogenesis related 1	GLIPR1	GLI pathogenesis related 1
39985_r_at	0.00339	0.000907	3.4917369	-1.148323	1.59594204	GLMN	glomulin, FKBP associated protein	GLMN	glomulin, FKBP associated protein
36201_at	0.000159	2.01e-05	-4.6300178	2.45712	-0.95692306	GLO1	glyoxalase I	GLO1	glyoxalase I
38667_at	0.00257	0.000636	-3.6048061	-0.817253	-0.48797349	GLOD4	glyoxalase domain containing 4	GLOD4	glyoxalase domain containing 4
36404_at	0.00114	0.000229	3.9208564	0.142767	1.12549638	GLP1R	glucagon like peptide 1 receptor	GLP1R	glucagon like peptide 1 receptor
31310_at	0.142	0.0902	1.722121	-5.249193	0.43980051	GLRA1	glycine receptor alpha 1	GLRA1	glycine receptor alpha 1
34554_at	0.0299	0.0133	2.5518148	-3.604973	0.65877149	GLRA2	glycine receptor alpha 2	GLRA2	glycine receptor alpha 2
36433_at	0.0184	0.00726	2.7793284	-3.062959	1.14757354	GLRA3	glycine receptor alpha 3	GLRA3	glycine receptor alpha 3
39665_at	2.22e-07	5.38e-09	6.8049449	10.398611	2.30541908	GLRB	glycine receptor beta	GLRB	glycine receptor beta
34311_at	0.51	0.428	0.7974336	-6.381493	0.24746665	GLRX	glutaredoxin	GLRX	glutaredoxin
34807_at	0.0259	0.0111	-2.6200229	-3.446305	-0.65837943	GLRX3	glutaredoxin 3	GLRX3	glutaredoxin 3
34719_at	0.192	0.13	1.536998	-5.538286	0.28295477	GLS	glutaminase	GLS	glutaminase
35711_at	0.12	0.0734	1.8224066	-5.080184	0.56399692	GLS2	glutaminase 2	GLS2	glutaminase 2
33126_at	0.511	0.429	-0.7962504	-6.382428	-0.18781875	GLT8D1	glycosyltransferase 8 domain containing 1	GLT8D1	glycosyltransferase 8 domain containing 1
38892_at	0.14	0.0887	1.7304956	-5.23541	0.36965921	GLTSCR1L	GLTSCR1 like	BICRAL	BICRA like chromatin remodeling complex associated protein
31691_g_at	0.0125	0.00456	-2.9471087	-2.640572	-0.52218252	GLUD1	glutamate dehydrogenase 1	GLUD1	glutamate dehydrogenase 1
31690_at	0.0247	0.0105	-2.6429338	-3.392264	-0.72423657	GLUD2	glutamate dehydrogenase 2	GLUD2	glutamate dehydrogenase 2
40522_at	0.000233	3.21e-05	4.4974209	2.009567	1.00479754	GLUL	glutamate-ammonia ligase	GLUL	glutamate-ammonia ligase
36228_at	0.0793	0.0443	2.0545965	-4.65645	0.50961032	GLYAT	glycine-N-acyltransferase	GLYAT	glycine-N-acyltransferase
35820_at	1.67e-07	3.58e-09	-6.9085364	10.79285	-2.07711762	GM2A	GM2 ganglioside activator	GM2A	ganglioside GM2 activator
35071_s_at	0.176	0.117	1.5911128	-5.45689	0.66845728	GMDS	GDP-mannose 4,6-dehydratase	GMDS	GDP-mannose 4,6-dehydratase
763_at	4.97e-06	2.79e-07	-5.7857342	6.571282	-0.84167674	GMFB	glia maturation factor beta	GMFB	glia maturation factor beta
35261_at	0.154	0.0992	-1.674442	-5.326513	-0.64332587	GMFG	glia maturation factor gamma	GMFG	glia maturation factor gamma
378_s_at	0.0121	0.0044	2.9597795	-2.607921	0.8767643	GML	glycosylphosphatidylinositol anchored molecule like	GML	glycosylphosphatidylinositol anchored molecule like
31812_at	9.43e-08	1.66e-09	7.1047024	11.540786	1.68043614	GMPR	guanosine monophosphate reductase	GMPR	guanosine monophosphate reductase
36457_at	1.05e-07	1.95e-09	-7.0629898	11.381617	-1.24425202	GMPS	guanine monophosphate synthase	GMPS	guanine monophosphate synthase
564_at	0.000712	0.000128	4.0953748	0.693123	0.56676166	GNA11	G protein subunit alpha 11	GNA11	G protein subunit alpha 11
34106_at	0.0829	0.0467	-2.0305837	-4.702331	-0.56990368	GNA12	G protein subunit alpha 12	GNA12	G protein subunit alpha 12
1139_at	0.127	0.0787	-1.78869	-5.137964	-0.58896302	GNA13	G protein subunit alpha 13	GNA13	G protein subunit alpha 13
40365_at	7.55e-06	4.67e-07	-5.6506367	6.074552	-1.71620107	GNA15	G protein subunit alpha 15	GNA15	G protein subunit alpha 15
33809_at	2.92e-09	1.44e-11	-8.3129823	16.154393	-1.80950521	GNAI1	G protein subunit alpha i1	GNAI1	G protein subunit alpha i1
37307_at	0.108	0.0642	-1.8852584	-4.969909	-0.30150787	GNAI2	G protein subunit alpha i2	GNAI2	G protein subunit alpha i2
876_at	0.00172	0.000383	-3.7639189	-0.3401	-0.92420734	GNAI3	G protein subunit alpha i3	GNAI3	G protein subunit alpha i3
40243_at	0.00188	0.000429	3.728199	-0.448332	0.93677034	GNAL	G protein subunit alpha L	GNAL	G protein subunit alpha L
236_at	0.0211	0.00861	2.7164218	-3.216439	0.85234682	GNAO1	G protein subunit alpha o1	GNAO1	G protein subunit alpha o1
38581_at	0.501	0.419	-0.8140392	-6.368239	-0.16452926	GNAQ	G protein subunit alpha q	GNAQ	G protein subunit alpha q
37449_i_at	0.000559	9.48e-05	4.18423	0.978455	0.91094019	GNAS	GNAS complex locus	GNAS	GNAS complex locus
34074_s_at	0.00803	0.00265	3.1366381	-2.141522	0.98869133	GNAT1	G protein subunit alpha transducin 1	GNAT1	G protein subunit alpha transducin 1
34571_at	0.000431	6.86e-05	4.278657	1.28528	1.37233071	GNAT2	G protein subunit alpha transducin 2	GNAT2	G protein subunit alpha transducin 2
38279_at	0.0064	0.00199	3.2341411	-1.876137	0.7574237	GNAZ	G protein subunit alpha z	GNAZ	G protein subunit alpha z
33341_at	4.12e-05	3.84e-06	-5.0874806	4.044685	-0.76827987	GNB1	G protein subunit beta 1	GNB1	G protein subunit beta 1
38831_f_at	3.99e-06	2.13e-07	-5.856795	6.833828	-0.80890749	GNB2	G protein subunit beta 2	GNB2	G protein subunit beta 2
165_g_at	7.16e-05	7.64e-06	4.8991703	3.383558	0.73418826	GNB3	G protein subunit beta 3	GNB3	G protein subunit beta 3
38176_at	0.000538	9.08e-05	-4.196796	1.019075	-0.88236457	GNB5	G protein subunit beta 5	GNB5	G protein subunit beta 5
36515_at	0.0275	0.012	2.5921834	-3.511468	0.56190433	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
37908_at	0.00152	0.000329	3.8106789	-0.197466	0.81062251	GNG11	G protein subunit gamma 11	GNG11	G protein subunit gamma 11
38079_at	3.7e-05	3.37e-06	-5.1226104	4.169099	-0.81905784	GNG12	G protein subunit gamma 12	GNG12	G protein subunit gamma 12
39666_at	0.0368	0.0171	2.4532968	-3.828201	0.58107957	GNG4	G protein subunit gamma 4	GNG4	G protein subunit gamma 4
35272_at	0.0055	0.00165	-3.296755	-1.702727	-0.42690085	GNG5	G protein subunit gamma 5	GNG5	G protein subunit gamma 5
39893_at	6.13e-06	3.62e-07	5.7174993	6.319985	1.05316746	GNG7	G protein subunit gamma 7	GNG7	G protein subunit gamma 7
36772_at	0.141	0.0894	1.7267934	-5.24151	0.38758358	GNGT1	G protein subunit gamma transducin 1	GNGT1	G protein subunit gamma transducin 1
37905_r_at	0.00115	0.000232	3.9171957	0.131371	0.6168529	GNL1	G protein nucleolar 1 (putative)	GNL1	G protein nucleolar 1 (putative)
36930_at	0.217	0.15	-1.4566214	-5.654372	-0.14443649	GNL2	G protein nucleolar 2	GNL2	G protein nucleolar 2
37145_at	0.000112	1.33e-05	-4.7463988	2.854876	-1.43744263	GNLY	granulysin	GNLY	granulysin
35599_at	0.092	0.053	1.9739732	-4.808635	0.62875828	GNMT	glycine N-methyltransferase	GNMT	glycine N-methyltransferase
39392_at	0.00108	0.000214	3.9421328	0.209127	0.54326885	GNPAT	glyceronephosphate O-acyltransferase	GNPAT	glyceronephosphate O-acyltransferase
34332_at	0.0111	0.00396	-2.9972202	-2.510835	-0.32630746	GNPDA1	glucosamine-6-phosphate deaminase 1	GNPDA1	glucosamine-6-phosphate deaminase 1
36801_at	0.231	0.162	1.4159662	-5.71088	0.38091893	GNRH1	gonadotropin releasing hormone 1	GNRH1	gonadotropin releasing hormone 1
31337_at	0.000362	5.51e-05	4.342395	1.494411	0.87007157	GNRH2	gonadotropin releasing hormone 2	GNRH2	gonadotropin releasing hormone 2
655_at	0.604	0.526	0.6370814	-6.495675	0.25313611	GNRHR	gonadotropin releasing hormone receptor	GNRHR	gonadotropin releasing hormone receptor
36262_at	0.139	0.0878	-1.7354038	-5.227303	-0.42969647	GNS	glucosamine (N-acetyl)-6-sulfatase	GNS	glucosamine (N-acetyl)-6-sulfatase
32713_at	0.164	0.107	1.6344137	-5.3899	0.1953443	GOLGA1	golgin A1	GOLGA1	golgin A1
35436_at	0.00663	0.00208	-3.2189884	-1.917755	-0.65511668	GOLGA2	golgin A2	GOLGA2	golgin A2
34861_at	0.169	0.111	-1.6177427	-5.415886	-0.250379	GOLGA3	golgin A3	GOLGA3	golgin A3
32150_at	8.21e-07	2.93e-08	6.3710188	8.755364	0.85496276	GOLGA4	golgin A4	GOLGA4	golgin A4
41767_r_at	0.707	0.643	0.4653762	-6.589971	0.11037644	GOLGA8A	golgin A8 family member A	GOLGA8A	golgin A8 family member A
37655_at	0.23	0.161	1.4193208	-5.706274	0.18670408	GOLGB1	golgin B1	GOLGB1	golgin B1
40554_at	0.557	0.477	0.716224	-6.442456	0.3274481	GOLIM4	golgi integral membrane protein 4	GOLIM4	golgi integral membrane protein 4
34812_at	0.00188	0.00043	3.7280219	-0.448867	0.51751068	GORASP1	golgi reassembly stacking protein 1	GORASP1	golgi reassembly stacking protein 1
35805_at	0.00655	0.00204	-3.2244792	-1.90269	-0.4694754	GORASP2	golgi reassembly stacking protein 2	GORASP2	golgi reassembly stacking protein 2
33723_at	0.0111	0.00398	2.9957631	-2.51463	0.48928221	GOSR1	golgi SNAP receptor complex member 1	GOSR1	golgi SNAP receptor complex member 1
38619_at	0.873	0.839	-0.20364	-6.677466	-0.05604494	GOSR2	golgi SNAP receptor complex member 2	GOSR2	golgi SNAP receptor complex member 2
35343_at	3.87e-10	6.74e-13	9.0986381	19.124331	1.64834789	GOT1	glutamic-oxaloacetic transaminase 1	GOT1	glutamic-oxaloacetic transaminase 1
40764_at	0.0339	0.0155	2.4918095	-3.741783	0.50919839	GOT2	glutamic-oxaloacetic transaminase 2	GOT2	glutamic-oxaloacetic transaminase 2
33063_at	0.0203	0.0082	2.7344842	-3.172648	0.66141131	GP1BA	glycoprotein Ib platelet alpha subunit	GP1BA	glycoprotein Ib platelet alpha subunit
40003_at	0.000576	9.87e-05	4.1724592	0.940465	0.86457744	GP2	glycoprotein 2	GP2	glycoprotein 2
34632_r_at	0.00286	0.000727	3.5625312	-0.941833	1.48630918	GP5	glycoprotein V platelet	GP5	glycoprotein V platelet
35101_at	0.0073	0.00235	3.1772825	-2.031593	0.64124196	GP9	glycoprotein IX platelet	GP9	glycoprotein IX platelet
37875_at	0.000433	6.92e-05	4.2764707	1.278135	0.85536322	GPA33	glycoprotein A33	GPA33	glycoprotein A33
36035_at	0.0413	0.0197	-2.3964228	-3.953809	-0.2943385	GPAA1	glycosylphosphatidylinositol anchor attachment 1	GPAA1	glycosylphosphatidylinositol anchor attachment 1
38668_at	0.0728	0.0398	2.1010338	-4.566399	0.30787584	GPATCH8	G-patch domain containing 8	GPATCH8	G-patch domain containing 8
33929_at	0.246	0.175	-1.3729133	-5.76909	-0.25912649	GPC1	glypican 1	GPC1	glypican 1
39350_at	1.93e-05	1.53e-06	5.334962	4.927812	1.89327721	GPC3	glypican 3	GPC3	glypican 3
36508_at	7.94e-05	8.6e-06	4.8663064	3.269226	1.96160915	GPC4	glypican 4	GPC4	glypican 4
36788_at	0.119	0.0725	1.8281751	-5.070202	0.66408137	GPC5	glypican 5	GPC5	glypican 5
33902_at	8.89e-10	2.25e-12	8.7873795	17.952694	3.02846111	GPD1	glycerol-3-phosphate dehydrogenase 1	GPD1	glycerol-3-phosphate dehydrogenase 1
38394_at	7.35e-11	1.05e-13	9.5822387	20.928495	2.14387973	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
41021_s_at	0.0351	0.0162	2.4751201	-3.779366	0.50117047	GPD2	glycerol-3-phosphate dehydrogenase 2	GPD2	glycerol-3-phosphate dehydrogenase 2
37447_at	0.0689	0.0373	2.1301752	-4.509004	0.49940616	GPER1	G protein-coupled estrogen receptor 1	GPER1	G protein-coupled estrogen receptor 1
39122_at	0.283	0.208	1.2732373	-5.897364	0.2076875	GPI	glucose-6-phosphate isomerase	GPI	glucose-6-phosphate isomerase
41102_at	0.949	0.935	-0.0816501	-6.694887	-0.01563075	GPKOW	G-patch domain and KOW motifs	GPKOW	G-patch domain and KOW motifs
33017_at	0.00386	0.00106	3.4401744	-1.297005	0.87859095	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
36939_at	0.000525	8.79e-05	4.2064155	1.050215	1.46059479	GPM6A	glycoprotein M6A	GPM6A	glycoprotein M6A
37251_s_at	0.555	0.474	0.7204963	-6.439409	0.2724054	GPM6B	glycoprotein M6B	GPM6B	glycoprotein M6B
41756_at	0.0018	0.000404	-3.7467704	-0.392139	-0.44951744	GPN1	GPN-loop GTPase 1	GPN1	GPN-loop GTPase 1
38379_at	0.000178	2.29e-05	-4.5925588	2.330063	-1.21993266	GPNMB	glycoprotein nmb	GPNMB	glycoprotein nmb
33682_at	0.00901	0.00306	-3.086372	-2.276074	-0.96073791	GPR1	G protein-coupled receptor 1	GPR1	G protein-coupled receptor 1
37308_at	0.0174	0.00678	-2.8043702	-3.00111	-0.32926183	GPR107	G protein-coupled receptor 107	GPR107	G protein-coupled receptor 107
31320_at	0.339	0.261	1.1353036	-6.059728	0.32181565	GPR12	G protein-coupled receptor 12	GPR12	G protein-coupled receptor 12
32483_at	0.0533	0.027	2.2668248	-4.230908	0.61115312	GPR135	G protein-coupled receptor 135	GPR135	G protein-coupled receptor 135
32083_at	7.92e-06	4.97e-07	-5.6342676	6.014592	-1.60563674	GPR137B	G protein-coupled receptor 137B	GPR137B	G protein-coupled receptor 137B
36778_at	0.426	0.343	0.9555559	-6.244485	0.32568125	GPR143	G protein-coupled receptor 143	GPR143	G protein-coupled receptor 143
31426_at	0.00339	0.000905	3.4924835	-1.14616	0.63163793	GPR15	G protein-coupled receptor 15	GPR15	G protein-coupled receptor 15
40299_at	0.0248	0.0105	2.641656	-3.395288	0.33100249	GPR161	G protein-coupled receptor 161	GPR161	G protein-coupled receptor 161
37942_at	0.00151	0.000326	3.8129319	-0.190567	0.62528876	GPR162	G protein-coupled receptor 162	GPR162	G protein-coupled receptor 162
39972_at	0.0521	0.0262	2.2789108	-4.20561	0.68652841	GPR17	G protein-coupled receptor 17	GPR17	G protein-coupled receptor 17
31919_at	0.0616	0.0323	2.191031	-4.386969	0.77569355	GPR171	G protein-coupled receptor 171	GPR171	G protein-coupled receptor 171
1834_at	0.758	0.702	-0.3849528	-6.624111	-0.0981631	GPR176	G protein-coupled receptor 176	GPR176	G protein-coupled receptor 176
252_at	0.00231	0.000557	3.6467773	-0.692643	0.83223633	GPR18	G protein-coupled receptor 18	GPR18	G protein-coupled receptor 18
36429_at	0.0105	0.0037	3.0206458	-2.449636	0.56084773	GPR182	G protein-coupled receptor 182	GPR182	G protein-coupled receptor 182
931_at	0.00443	0.00126	-3.3852916	-1.453641	-1.6985082	GPR183	G protein-coupled receptor 183	GPR183	G protein-coupled receptor 183
34028_at	0.269	0.195	1.3107537	-5.850153	0.49900336	GPR19	G protein-coupled receptor 19	GPR19	G protein-coupled receptor 19
32351_at	0.149	0.0952	1.6950598	-5.293319	0.51831666	GPR20	G protein-coupled receptor 20	GPR20	G protein-coupled receptor 20
33947_at	0.00223	0.000533	3.6603811	-0.652059	0.73941087	GPR3	G protein-coupled receptor 3	GPR3	G protein-coupled receptor 3
136_at	0.201	0.137	1.5071147	-5.58212	0.26571118	GPR31	G protein-coupled receptor 31	GPR31	G protein-coupled receptor 31
31700_at	0.0216	0.00889	2.7043511	-3.245577	0.36990713	GPR35	G protein-coupled receptor 35	GPR35	G protein-coupled receptor 35
35544_at	0.0829	0.0467	-2.0308367	-4.70185	-0.56313605	GPR37L1	G protein-coupled receptor 37 like 1	GPR37L1	G protein-coupled receptor 37 like 1
33142_at	0.077	0.0427	2.0709831	-4.624872	0.46014176	GPR39	G protein-coupled receptor 39	GPR39	G protein-coupled receptor 39
35460_at	0.292	0.216	-1.2501828	-5.925731	-0.45169801	GPR4	G protein-coupled receptor 4	GPR4	G protein-coupled receptor 4
31334_at	0.00635	0.00196	3.2376971	-1.866351	0.9453097	GPR45	G protein-coupled receptor 45	GPR45	G protein-coupled receptor 45
31406_at	1.16e-05	8.11e-07	5.5047133	5.541879	0.75567374	GPR50	G protein-coupled receptor 50	GPR50	G protein-coupled receptor 50
32420_at	0.788	0.738	0.3356061	-6.641877	0.0868972	GPR6	G protein-coupled receptor 6	GPR6	G protein-coupled receptor 6
34930_at	0.502	0.419	-0.8134182	-6.368739	-0.34090543	GPR65	G protein-coupled receptor 65	GPR65	G protein-coupled receptor 65
166_at	2.02e-08	2.23e-10	7.6151829	13.4916	1.54029464	GPR68	G protein-coupled receptor 68	GPR68	G protein-coupled receptor 68
37248_at	0.837	0.798	0.2576182	-6.66501	0.04311194	GPR78///CPZ	G protein-coupled receptor 78///carboxypeptidase Z	GPR78///CPZ	G protein-coupled receptor 78///carboxypeptidase Z
37446_at	7.26e-07	2.51e-08	6.4108787	8.905635	1.7930112	GPRASP1	G protein-coupled receptor associated sorting protein 1	GPRASP1	G protein-coupled receptor associated sorting protein 1
33730_at	0.0449	0.0218	-2.3545621	-4.044711	-0.63638736	GPRC5A	G protein-coupled receptor class C group 5 member A	GPRC5A	G protein-coupled receptor class C group 5 member A
40240_at	1.01e-07	1.83e-09	7.0794396	11.44438	1.64338242	GPRC5B	G protein-coupled receptor class C group 5 member B	GPRC5B	G protein-coupled receptor class C group 5 member B
35534_at	0.000781	0.000143	4.0625439	0.588554	0.66645701	GPRIN2	G protein regulated inducer of neurite outgrowth 2	GPRIN2	G protein regulated inducer of neurite outgrowth 2
35653_at	0.00115	0.000231	3.9178655	0.133456	0.42290671	GPS2	G protein pathway suppressor 2	GPS2	G protein pathway suppressor 2
39102_at	0.011	0.00393	-3.0001385	-2.50323	-0.74931516	GPSM2	G-protein signaling modulator 2	GPSM2	G-protein signaling modulator 2
39049_at	0.654	0.581	-0.5542747	-6.54478	-0.16542981	GPSM3	G-protein signaling modulator 3	GPSM3	G-protein signaling modulator 3
34430_at	3.14e-06	1.59e-07	5.9321287	7.113051	1.21851767	GPT	glutamic--pyruvic transaminase	GPT	glutamic--pyruvic transaminase
37033_s_at	0.233	0.164	-1.4103459	-5.718574	-0.16293114	GPX1	glutathione peroxidase 1	GPX1	glutathione peroxidase 1
35194_at	0.0605	0.0316	-2.2010228	-4.366653	-1.04709115	GPX2	glutathione peroxidase 2	GPX2	glutathione peroxidase 2
770_at	0.00104	0.000204	3.9567583	0.254863	1.35365307	GPX3	glutathione peroxidase 3	GPX3	glutathione peroxidase 3
33931_at	0.0257	0.011	2.6246962	-3.435312	0.37058333	GPX4	glutathione peroxidase 4	GPX4	glutathione peroxidase 4
36009_at	0.665	0.594	0.5355519	-6.554947	0.15278195	GPX7	glutathione peroxidase 7	GPX7	glutathione peroxidase 7
41559_at	0.00137	0.000287	3.8522434	-0.06979	1.06685938	GRAMD1B	GRAM domain containing 1B	GRAMD1B	GRAM domain containing 1B
39135_at	0.151	0.0975	-1.68348	-5.312008	-0.31449001	GRAMD4	GRAM domain containing 4	GRAMD4	GRAM domain containing 4
33600_at	0.00207	0.000483	3.6912844	-0.559513	0.55330473	GRAP	GRB2-related adaptor protein	GRAP	GRB2-related adaptor protein
38867_g_at	0.00741	0.0024	3.1706516	-2.049596	0.65476474	GRAP2	GRB2-related adaptor protein 2	GRAP2	GRB2-related adaptor protein 2
37615_at	0.00242	0.000591	3.6281698	-0.748	0.67499586	GRB10	growth factor receptor bound protein 10	GRB10	growth factor receptor bound protein 10
40683_at	2.1e-05	1.7e-06	5.3069079	4.82695	2.19095664	GRB14	growth factor receptor bound protein 14	GRB14	growth factor receptor bound protein 14
1565_s_at	0.0629	0.0332	-2.1795697	-4.410176	-0.28724165	GRB2	growth factor receptor bound protein 2	GRB2	growth factor receptor bound protein 2
1680_at	0.399	0.317	-1.0098831	-6.191876	-0.22368139	GRB7	growth factor receptor bound protein 7	GRB7	growth factor receptor bound protein 7
38875_r_at	0.122	0.0747	1.8141034	-5.094503	0.52598662	GREB1	growth regulation by estrogen in breast cancer 1	GREB1	growth regulation by estrogen in breast cancer 1
39474_s_at	0.474	0.391	-0.8636701	-6.327034	-0.21410448	GREM1	gremlin 1, DAN family BMP antagonist	GREM1	gremlin 1, DAN family BMP antagonist
