Updated.gene.symbol	logFC	P.Value
RTKN2	3.02115399	1.96e-37
CYP2B6	3.02103781	1.65e-24
CX3CR1	3.01348482	1.18e-31
ADIRF	3.00956481	3.78e-31
AFF3	3.00564417	2.3e-29
NDNF	2.99574346	1.29e-25
C1orf116	2.99307581	6.6e-24
TEK	2.99187236	1.06e-43
OLR1	2.98626084	2.86e-31
PGC	2.98537431	1.14e-18
CACNA2D2	2.98273524	1.29e-29
FOLR1	2.97859367	1.12e-19
C16orf89	2.96420868	1.64e-24
MT1M	2.94900075	1.94e-23
NOSTRIN	2.94836569	5.55e-41
LIMCH1	2.93955699	7.85e-30
SOX7	2.89291601	1.8e-28
MARCO	2.8848351	3.58e-32
ITGA8	2.8791972	3.71e-37
ACADL	2.87607031	1.86e-48
DUOX1	2.86998348	1.85e-39
SFTA1P	2.86970107	1.12e-42
COL4A3	2.86736704	2.1e-23
KCNK3	2.86347003	2.57e-27
LAMP3	2.85828989	4.31e-25
PDZD2	2.85765675	5.58e-33
ECRG4	2.85534828	3.35e-24
STX11	2.85108046	1.08e-43
ABI3BP	2.84451097	3.07e-30
SLC1A1	2.83946356	4.66e-27
STEAP4	2.82837732	1.86e-19
ALKAL2	2.80672171	1.68e-39
ADGRF5	2.79984021	1.2e-30
CAV2	2.79920868	8.97e-32
SORBS1	2.79404985	1.9e-34
SCEL	2.78910184	1.56e-16
SORBS2	2.7883542	2.56e-37
DLC1	2.78462754	1.97e-35
FILIP1	2.78194357	1.23e-36
IL1RL1	2.78036941	8.62e-23
MFAP4	2.77207439	1.81e-33
MED12L	2.75418745	9.84e-42
LINC00312	2.75331345	9.28e-40
SCGB3A1	2.74383625	2.02e-15
SLC39A8	2.74283155	1.92e-30
SELENBP1	2.73812389	1.22e-28
ADRB2	2.72799857	2.13e-36
LEPR	2.72785649	8.7e-26
AQP1	2.72134538	2.73e-25
GPRC5A	2.72012368	1.27e-21
TNXA	2.71643911	7.81e-50
LPL	2.71103189	1.82e-21
C7	2.70598389	1.32e-23
GDF10	2.70417938	3.62e-42
ADGRD1	2.69842086	6.98e-32
ENTREP1	2.69716767	6.68e-43
CAV1	2.69407794	2.19e-31
FCER1A	2.68677937	1.09e-25
FLRT3	2.68527453	1.6e-20
C1QTNF7	2.68272805	4.45e-41
VIPR1	2.68039165	2.05e-33
ARHGAP6	2.6541599	2.86e-39
AOC3	2.63987464	2.47e-35
AGTR1	2.61424564	1.43e-31
MYZAP	2.61402669	3.61e-42
CCBE1	2.61243662	4.45e-40
EMP2	2.61127035	1.55e-35
CDH5	2.60747565	1.52e-37
GPX3	2.59967863	1.11e-30
LMO3	2.59841764	1.79e-17
ROBO4	2.59050819	6.53e-43
IL6	2.58475276	1.61e-17
CXCL3	2.58168132	4.65e-21
LOC101926959	2.56708434	2e-27
FBP1	2.56410913	5.49e-27
VGLL3	2.55946357	1.24e-38
ABCA3	2.55237626	5.18e-33
RRAD	2.55186005	2.01e-25
NTN4	2.54533253	1.07e-30
FOXF1	2.53816078	2.2e-36
JAM2	2.53374253	5.89e-42
LYVE1	2.52910129	4.93e-35
GIMAP8	2.52898543	1.13e-31
RGCC	2.52840037	6.34e-37
ADAMTSL3	2.52615168	3.66e-40
CFD	2.52584962	2.17e-32
MACROD2	2.52489477	2.5e-20
SELE	2.52185072	1.03e-17
SLC46A2	2.52020774	1.29e-42
TGFBR3	2.51465758	5.43e-35
PIGR	2.512577	1.85e-13
ALOX5	2.51072464	9.33e-25
SPTBN1	2.51004888	7.87e-47
ANXA3	2.50653186	1.02e-20
LDB2	2.50303934	1.29e-36
SYNPO2	2.49590292	2.67e-23
SLC34A2	2.49412034	5.24e-19
PLEKHH2	2.48982049	9.76e-34
LRRN3	2.47914352	4.3e-21
SEMA3G	2.47654063	4.94e-37
SYNE1	2.47463975	1.02e-37
CLIC3	2.47169102	1.7e-24
IFT57	2.45623539	4.89e-41
ANOS1	2.4545424	9.19e-27
FGG	2.45368899	5.67e-07
LINC00968	2.45198514	4.55e-41
CPA3	2.45121624	9.22e-17
FHL5	2.43999383	1.07e-40
ATP13A4-AS1	2.42996119	1.46e-18
ID4	2.42904403	2.87e-22
ANGPT1	2.42491349	6.86e-34
GPIHBP1	2.41861307	9.17e-39
SLIT2	2.41466989	4.4e-25
GATA6	2.41458365	6.04e-30
PTPN21	2.41367615	4.37e-35
TPPP3	2.41327677	1.36e-29
PGM5	2.41159515	1.83e-31
SLCO2A1	2.41144699	1.08e-28
ACKR1	2.40915603	7.1e-26
PLAC9	2.40803887	7.77e-38
RAMP3	2.4076037	3.37e-42
EFEMP1	2.40697742	6.38e-24
DMBT1	2.39313412	1.79e-16
MRC1	2.39305067	8.91e-26
CMAHP	2.39001409	1.36e-23
S100A10	2.38980285	2.49e-23
SOSTDC1	2.3758434	2.81e-15
ADARB1	2.37509205	1.83e-37
KCNT2	2.36978731	1.87e-33
RHOJ	2.36950039	1.57e-34
SGMS2	2.36506738	4.43e-22
HSPB8	2.35995903	9.18e-34
PIP5K1B	2.35516388	5.8e-30
PPP1R14A	2.35453803	1.03e-31
JCAD	2.34687425	2e-32
MMRN2	2.34311368	1.18e-39
SPIDR	2.34239322	7.03e-27
SMAD6	2.33976422	1.22e-28
MMP28	2.33613263	2.07e-24
FRY	2.3350395	7.37e-30
CEBPD	2.32816063	3.48e-26
EP300-AS1	2.32413224	6.5e-31
WFDC1	2.32373533	6.67e-30
HYAL1	2.32309935	9.91e-28
ITGA1	2.31989117	2.36e-43
PDK4	2.31738436	4.69e-15
CALCRL	2.31118746	1.42e-37
LIFR	2.31113943	3.12e-26
RFX2	2.30956178	6.68e-35
SLC6A14	2.30180386	7.87e-12
THBD	2.29841071	7.07e-23
CDO1	2.29745462	4.75e-28
BMP2	2.29736752	1.63e-21
PCOLCE2	2.28996602	3.14e-23
CYP2B7P	2.28904329	8.53e-25
RBMS3	2.28169657	3.56e-34
SLPI	2.2815878	8.34e-16
ACKR4	2.2804945	1.2e-38
ACVRL1	2.2787551	9.71e-39
WWC2	2.27676915	6.2e-42
HPGDS	2.27477139	4.08e-28
CDKL2	2.27052773	7.48e-32
PALMD	2.27033562	5.73e-34
FBLN5	2.26906466	8.17e-27
CGNL1	2.26816801	6.72e-31
DNASE1L3	2.2642846	4.24e-23
NEDD4L	2.26334889	7.47e-26
SPOCK2	2.25815452	6.54e-35
FAM20A	2.25700141	7.67e-28
SLC26A9	2.25479336	1.33e-25
CHI3L2	2.25180137	1.37e-22
EMP1	2.24961619	9.94e-33
ROBO2	2.24854205	2.13e-28
HLF	2.24831698	7e-34
SCN4B	2.24645395	8.62e-34
LRRC36	2.24479176	1.16e-48
NPNT	2.24275875	1.92e-25
CCL2	2.23795959	5.8e-18
SLC4A4	2.23526688	1.35e-18
TNS1	2.23042335	7.06e-38
MYH11	2.22967147	7.77e-24
ARHGEF26	2.2276704	8.65e-25
CD302	2.2251673	1.47e-32
PALM2AKAP2	2.22132077	9.93e-35
BCHE	2.21686168	5.5e-16
MS4A7	2.21530118	6.29e-27
NR3C2	2.21411038	4.37e-29
ERG	2.21039704	1.99e-34
VSIG4	2.20875174	3.61e-26
PCAT19	2.20827095	2.44e-45
MTARC2	2.20807123	7.26e-39
LOC105375172	2.20661024	2.46e-14
SHE	2.20461941	8.1e-27
ITIH5	2.18998635	8.52e-34
ICAM1	2.18992586	8.27e-16
CD52	2.18988325	8.99e-21
CELF2	2.18636593	4.45e-41
PDE5A	2.18526084	1.09e-31
CFLAR	2.18423673	3.03e-36
CLU	2.18248776	7.14e-24
NR4A3	2.17927243	1.59e-22
GUCY1A2	2.17810998	2.95e-26
TIE1	2.17581227	1.63e-31
SOCS2	2.16784608	8.24e-18
PID1	2.16491123	2.22e-25
CRTAC1	2.16334867	9.77e-32
LMO7	2.16300434	5.87e-37
FCN1	2.15962714	1.87e-29
EDN1	2.15817368	1.89e-19
BMP5	2.15737049	2.4e-27
AREG	2.15679184	3.11e-12
NEBL	2.1563109	1.24e-29
FAT3	2.15286343	6e-27
ESAM	2.15171056	2.3e-36
PECAM1	2.14709469	7.74e-32
MSR1	2.1465042	3.3e-25
MAOA	2.14601638	3.24e-22
IL33	2.14583483	3.38e-23
TBX5-AS1	2.14565827	3.64e-33
NCKAP5	2.14323136	5.28e-32
TMEM125	2.13784441	1.4e-20
VWF	2.13732696	1.17e-34
GGTLC1	2.13444687	1.36e-31
CCN5	2.12985625	2.44e-26
ROR1	2.12870086	5.56e-29
SNTN	2.12587943	1.25e-10
FGR	2.125597	1.74e-33
MNDA	2.12186441	3.54e-21
TPPP	2.11462001	6.83e-29
C8orf34-AS1	2.11445872	6.39e-33
FLJ35700	2.11104311	9.35e-18
C14orf132	2.11029991	9.88e-31
AGTR2	2.10986012	7.83e-19
CD93	2.10238827	3.9e-32
TMPRSS2	2.10211712	1.54e-29
LRP2	2.102078	4.7e-24
FAM162B	2.10180178	1.74e-28
C1orf162	2.10167882	9.34e-24
TPSAB1	2.10028554	1.83e-15
FOXA2	2.09920236	2.37e-16
QKI	2.09899447	4.29e-47
CCDC85A	2.09873096	5.78e-37
GIMAP6	2.09830934	4.24e-27
AKAP12	2.09480829	5.68e-24
PLLP	2.09282111	4.97e-25
VAPA	2.09193502	1.76e-32
HBEGF	2.08594368	1.42e-27
ALOX5AP	2.08301173	3.54e-21
MYCT1	2.08290627	6.57e-40
IRX2	2.07865288	5.56e-17
SEMA5A	2.07306879	1.57e-31
S100A12	2.07139602	4.52e-14
FOS	2.07029604	5.47e-20
SHC3	2.06231059	1.55e-29
KLF4	2.0567351	4.23e-23
EPAS1	2.05399449	1.22e-31
ASPA	2.05115834	7.04e-42
AMY1A	2.05035692	2.29e-12
HOPX	2.04971356	8.76e-14
P3H2	2.04960381	1.08e-20
TLR3	2.04735538	1.67e-34
ADTRP	2.0468808	8.56e-22
COLEC12	2.04474853	2.07e-25
RGS13	2.04306249	3.67e-25
TPSB2	2.04197741	1.14e-15
CPM	2.04008688	8.06e-16
RAI2	2.0390289	5.07e-32
MUC15	2.03897272	4.75e-17
RECK	2.03738735	2.17e-34
KLB	2.03697858	1.31e-19
PHACTR1	2.03589383	9.49e-44
PCDH9	2.03578437	2.61e-26
ZBED2	2.035693	9.26e-21
GRK5	2.035668	1.41e-36
TMC5	2.03435607	5.07e-13
S1PR1	2.02988081	6.49e-37
LDLR	2.02498356	1.23e-26
KANK3	2.02430177	2.54e-39
RBP4	2.02327979	2.84e-21
ATP1A2	2.02039792	1.8e-34
UPK3B	2.01787014	2.21e-21
SRPX	2.01362013	4.63e-21
CCDC141	2.0134053	5.04e-31
ATP8A1	2.01104188	2.2e-21
DACH1	2.01082894	5.43e-18
FIBIN	2.00549705	7.15e-20
CCL14	2.00424996	5.69e-22
PRDM16	1.99974117	5.15e-27
SERTM1	1.99961809	1.98e-25
CLEC12A	1.99746897	7.22e-27
MUC1	1.99406307	2.71e-12
PAQR5	1.99335507	1.88e-26
ARRB1	1.99335319	3e-23
ECSCR	1.99236355	8.42e-40
ZBTB16	1.99148281	3.46e-15
DPEP2	1.99103692	2.68e-38
GNG11	1.98667184	2.62e-28
PPARG	1.98588833	1.71e-28
RPS6KA2	1.98473125	2.85e-27
SDR16C5	1.98257028	1.56e-11
CCDC68	1.98196217	1.22e-24
CYBRD1	1.97980342	8.45e-29
MIR22HG	1.97459349	1.64e-29
MIR29B2CHG	1.97068177	2.23e-22
AOX1	1.96821108	1.17e-29
HIGD1B	1.96384535	7.03e-36
SERPINA1	1.96279638	2.24e-11
CYYR1	1.9621722	6.32e-31
ADGRL2	1.96181496	8.3e-27
FXYD1	1.95957508	1.28e-36
DNALI1	1.958069	3.07e-18
FAM184A	1.95768259	1.65e-30
KLF2	1.95736287	1.24e-31
CES1	1.95443855	4.11e-12
NKX2-1	1.95440938	1.96e-12
SLIT3	1.95371718	1.15e-44
GHR	1.94911623	1.69e-22
PTGS2	1.94709714	1.63e-10
ARGLU1	1.94578029	9.94e-32
TSPAN12	1.94461818	3.18e-17
SEPTIN8	1.94222958	1.21e-38
NRGN	1.94210998	1.1e-23
TAL1	1.94108747	9.12e-39
NEGR1	1.93878598	3.74e-26
LMOD1	1.93864368	1.41e-31
COL14A1	1.93815359	2.56e-15
PRKCE	1.93697578	4.13e-34
ATP13A4	1.93418439	9.99e-27
CFTR	1.93316938	2.47e-22
CD55	1.93274625	1.81e-19
S100A4	1.93153541	1.85e-23
TYRP1	1.93132159	5.95e-26
MAOB	1.92851466	9.49e-22
P2RY14	1.92828388	8.01e-26
CPED1	1.92826189	1.43e-32
MYADM	1.92638368	4.28e-31
LRRC32	1.92482923	5.69e-30
NEXN	1.92459443	5.33e-26
CIMIP1	1.92432302	7.83e-10
CSRNP1	1.92161381	8.62e-30
CNR1	1.92139876	2.26e-26
CX3CL1	1.91910332	6.65e-18
FGD5	1.91558171	7.04e-37
C5AR1	1.91408462	7.37e-24
MMP19	1.9099333	2e-21
GPR146	1.9086922	3.13e-40
DRAM1	1.90745526	2.52e-26
ARHGAP44	1.90584327	1.15e-32
COL13A1	1.90544833	2.75e-28
CXCL17	1.90520005	7.6e-11
ZFP36	1.90497713	1.65e-27
RAP1A	1.90419329	1.92e-38
TIMP3	1.90145965	1.21e-24
LINC01140	1.90141705	1.72e-36
ADGRE5	1.89760171	2.69e-29
ARHGAP31	1.89602475	1.47e-41
SOX17	1.89566767	2.66e-29
PLA1A	1.89190025	1.37e-27
ANGPTL1	1.89081012	5.3e-37
GLIPR2	1.88997267	5.93e-31
ICAM4	1.88993755	1.78e-17
COL4A4	1.88792852	6.22e-21
PTGDS	1.88443793	2.32e-18
IRAK3	1.88344994	4.81e-23
HECW2	1.88217362	9.02e-32
RAB11FIP1	1.88186015	1.9e-26
ADAMTSL4	1.87990109	4.01e-29
GRAMD2A	1.87586035	6.7e-22
MUSTN1	1.87535174	2.79e-34
ADAMTS9-AS2	1.87364717	3.72e-42
MAP3K8	1.87153577	1.01e-21
GPC3	1.8702926	1.72e-13
SLCO4C1	1.87011478	1.16e-19
C11orf96	1.87007697	4.54e-22
GPM6B	1.86793093	1.17e-21
PTPRM	1.86489679	7e-29
TFPI	1.86284548	1.5e-21
ERBB4	1.86223451	6.7e-30
CD300LG	1.85529158	1.83e-29
AQP3	1.85463588	7.14e-11
TARP	1.85459915	1.49e-20
SVEP1	1.85446795	3.58e-37
FGFR4	1.85057023	1.81e-26
SLC15A2	1.85003178	2.21e-21
GIMAP1	1.84980457	8.09e-37
CD69	1.8490981	2.23e-16
TGFBR2	1.84844105	2.35e-31
NPR1	1.84832689	3.08e-37
DOCK4	1.84827763	6.02e-36
GRIA1	1.84798816	5.44e-32
JAML	1.84668173	2.49e-30
FGF2	1.84604299	1.9e-33
H3-3B	1.84201997	3.08e-30
STARD13	1.84192387	3.68e-39
SCN1A	1.84164385	3.68e-36
PTGER4	1.84141989	6.28e-21
ACOXL	1.83931571	1.18e-30
ADAMTS1	1.83553141	1.23e-20
TMEM139	1.83505956	4.46e-23
DDX3Y	1.83502836	3.09e-06
ZNF366	1.83437007	7.16e-29
PTX3	1.83232564	1.72e-10
FAM13C	1.83192006	5.97e-27
TSPAN7	1.83113215	1.02e-16
SGCG	1.82926596	1.4e-32
HSPA12B	1.82839086	8.22e-38
ALDH1A2	1.82825671	1.06e-20
GIMAP7	1.82540158	7.71e-23
MYOCD	1.82473267	3.88e-31
GADD45B	1.82128515	3.03e-22
COBL	1.81876855	1.66e-18
RASGRF1	1.8172979	3.99e-34
CD83	1.81640091	1.05e-29
MAGI2-AS3	1.80827623	5.95e-32
NCF2	1.80710728	4.93e-20
PLAC8	1.80610677	3.84e-13
SELP	1.80241478	7.26e-32
ARHGAP18	1.79371562	1.3e-26
EPB41L5	1.79184585	3.42e-19
IL7R	1.7915122	1.33e-16
MYRF	1.79106307	1.02e-22
C16orf54	1.78899463	2.27e-20
KL	1.78761482	5.41e-29
TLR8	1.78699009	4.31e-16
LIN7A	1.78578408	1.91e-27
MLPH	1.78310534	2.96e-13
CEACAM6	1.78199517	4.5e-07
DKK2	1.78094517	1.75e-25
CAPN3	1.77949505	8.89e-32
FRMD3	1.77926913	5.12e-24
PAPSS2	1.77768097	7.22e-27
RASIP1	1.77508445	5.94e-33
VSIG2	1.77504739	8.76e-36
CTSH	1.77486757	1.77e-21
CLEC14A	1.77423034	2.82e-33
TTN	1.77168363	1.47e-24
CCM2L	1.77106174	2.28e-33
ZEB2	1.77007136	1.06e-27
NEDD9	1.76780694	4e-21
CXCR2	1.76692308	8.71e-25
LMO2	1.76567304	6.16e-27
CA2	1.76280574	1.52e-14
SEMA6D	1.76275646	3.46e-14
FBLN1	1.76233337	2.04e-14
ITM2A	1.76023318	1.57e-19
ETV1	1.75925567	5.78e-20
PGR	1.75876481	7.73e-35
LRRN4	1.75624814	1.92e-24
TBX2	1.75248909	5.8e-25
TACC1	1.75108163	2.56e-29
OSCAR	1.74995796	2.66e-32
RNF125	1.74969155	2.13e-31
RAMP2	1.74936622	6.14e-29
RNASE4	1.74917258	3.62e-23
KDR	1.74898148	1.02e-21
RASL12	1.74895284	3.41e-32
SELENOP	1.74452761	2.61e-28
ATP5S	1.74451279	2.12e-29
ARAP2	1.74192078	3.19e-21
CRIP1	1.74161869	4.52e-15
RETN	1.7416177	1.49e-27
PLN	1.74047132	3.43e-14
MAP3K5-AS2	1.73977661	9.09e-34
F8	1.73923464	4.66e-25
SASH1	1.73634738	3.06e-32
CAMK2N1	1.73529748	8.22e-18
CYB5A	1.73463496	6.98e-23
NAPSB	1.73089624	1.11e-15
PREX2	1.72983373	1.64e-36
TMEM273	1.72937242	2.55e-26
DPYSL2	1.72830502	3.49e-27
FAR2	1.72790871	1.47e-21
SPARCL1	1.72733911	3.12e-25
KLF9	1.72702181	6.83e-18
OLFML1	1.72631535	1.01e-27
DYNLRB2	1.72608264	1.26e-10
SH2D3C	1.72372434	2.66e-36
RND1	1.71987282	1.45e-12
ELAPOR2	1.71907424	9.87e-34
DUSP1	1.71777723	3.41e-27
RXFP1	1.71738566	3.2e-36
CD300LF	1.71660222	5.89e-23
TBX2-AS1	1.71643253	6.82e-23
SYNC	1.71610196	4.75e-26
FRAS1	1.71179195	4.42e-12
SOCS3	1.71126757	4.6e-19
NFKBIZ	1.7111027	2.9e-17
MME	1.70792849	3.15e-19
A2M	1.70608863	2.19e-27
MS4A2	1.70472335	3e-28
MSRB3	1.70446487	1.36e-21
CST6	1.70139701	2.35e-12
AHCYL2	1.6979161	1.17e-23
TOX2	1.69718559	1.11e-19
NHSL1	1.69611927	8.59e-23
NLRC4	1.69558117	1.66e-34
DAPK2	1.69540676	1.76e-36
SSTR1	1.69483449	1.55e-16
ADGRG6	1.69286249	2.95e-15
RBMS2	1.69283952	3.98e-27
CLDN5	1.69159799	5.56e-24
GGT1	1.69150275	3.04e-27
COX7A1	1.69004811	1.17e-25
TCEAL2	1.6890475	2.41e-12
VIM	1.68703424	2.68e-23
TMEM178A	1.68650207	2.74e-19
TMEM47	1.68521185	4.68e-22
APOH	1.68445463	5.52e-13
SCAI	1.6835906	5.39e-25
ALOX15B	1.68315463	2.82e-16
ANKRD44	1.68258136	4.88e-24
AK1	1.68237607	3.09e-32
EIF1	1.68215861	6.83e-37
TENT5B	1.67885999	3.14e-27
SHROOM4	1.67824943	3.1e-40
CCDC69	1.67776849	6.35e-26
SNX25	1.67764172	4.47e-30
SHANK2	1.67761416	4.15e-24
RNASE1	1.67571911	3.86e-18
MAGI3	1.67300808	1.63e-23
PDLIM2	1.67131724	3.57e-27
DCN	1.67106336	4.17e-17
TXNL1	1.67095928	1.35e-28
PRELP	1.66842836	2.71e-20
SYNE3	1.6658992	1.79e-30
FAT4	1.66559863	2.06e-27
ARHGAP29	1.66557111	1.92e-24
DMD	1.66508642	2.81e-20
HOXA5	1.66472466	1.21e-18
DES	1.66278939	3.71e-33
SLC16A5	1.66107829	1.13e-23
GPD1	1.66008991	1.39e-35
FGFBP2	1.65939828	1.85e-11
PLSCR4	1.65790025	2.84e-26
HAGLR	1.65765139	5.95e-22
HGF	1.65757676	1.12e-23
ACACB	1.65620442	4.33e-24
ARHGEF15	1.65510611	2.64e-40
HEG1	1.65440639	1.97e-30
HLA-DPA1	1.65300076	5.43e-11
PRKCB	1.65278694	6.06e-19
ADCY9	1.65124752	5.3e-29
CYRIA	1.65118771	4.69e-27
PROS1	1.64983631	2.76e-24
OR7E47P	1.64889498	1.58e-38
PRICKLE2	1.64783514	1.13e-29
OTUD1	1.64743143	3.75e-26
ACSL4	1.64644554	5.26e-25
DENND3	1.64618996	1.4e-40
PCDH17	1.64510114	2.38e-20
SLC14A1	1.6445004	8.82e-24
ADAMTS9	1.64131918	1.92e-23
KLRF1	1.64073741	1.19e-24
TBX3	1.63922168	1.63e-20
TRPV2	1.63819002	9.79e-31
ACE	1.63734148	1.45e-27
ALPL	1.63698089	5.65e-21
ANK2	1.63597327	7.24e-16
SLC11A1	1.63590004	3.01e-22
CASP4LP	1.63464356	3.14e-29
ACSS3	1.63156983	5.85e-23
CDH19	1.63098656	7.57e-25
RCAN2	1.63036358	1.87e-18
FLI1	1.63028821	2.06e-23
C1orf21	1.62851954	5.36e-37
CFAP43	1.62642918	1.48e-11
MAL	1.6260684	7.17e-21
HBG2	1.62605553	2.14e-16
SPMIP6	1.62486545	1.56e-08
ANKRD20A12P	1.62438715	4.43e-22
ECM2	1.6233856	2.57e-19
KANK2	1.62146881	1.34e-31
CADM1	1.61972492	9.86e-15
CAB39L	1.61911709	1.32e-22
CLEC7A	1.61804508	2.29e-15
GATA2	1.61681895	2.28e-29
ADAMTS15	1.61570419	3.15e-23
FRMD4B	1.61547747	4.7e-26
CH25H	1.61475827	5.07e-12
SAMD4A	1.61427512	7.97e-23
ZFPM2	1.61386014	4.51e-20
RUFY2	1.61340354	3.51e-27
DOCK8	1.61193068	9.86e-18
ACP5	1.61058797	3.22e-16
TMEM163	1.60805416	1.07e-12
MSLN	1.60788413	4.47e-08
DISP1	1.60781927	3.08e-22
MMRN1	1.60724755	2.1e-21
CYS1	1.60639931	4.12e-21
HACD4	1.60551315	1.2e-23
EML1	1.60520985	8.22e-21
FOXP1	1.60491245	2.41e-37
KRT4	1.60420864	4.07e-12
SEMA6A	1.60408688	3.06e-15
TBX5	1.60207084	1.94e-27
CDKN2B	1.60206701	8.74e-16
GPD1L	1.60201523	1.42e-26
PARM1	1.60055685	6.93e-12
TMEM204	1.60006371	7.37e-26
PRDM6	1.59949182	7.54e-22
HMCN1	1.59891353	4.41e-16
LTBP2	1.59792242	1.15e-24
TMEM108	1.59709755	6.13e-20
NR4A2	1.59695116	4.02e-13
SYNM	1.59641158	1.03e-27
MOB3B	1.59558211	6.52e-25
RASSF8	1.59532684	4.96e-20
PARD6B	1.59468885	2.27e-19
MGLL	1.59439362	3.32e-17
CYP3A5	1.5943397	9.63e-13
FAXDC2	1.59384776	4.44e-15
CAT	1.59343957	2.05e-27
OMG	1.59327095	3.44e-16
SLC27A3	1.5905138	8.51e-32
CSF3	1.5901308	6.61e-17
ALDH3B1	1.58630858	3.76e-22
NR2F1	1.58484173	1.65e-19
PARP8	1.58423843	2.04e-25
LHFPL6	1.58227592	1.32e-25
LINC00261	1.58198464	5.46e-12
GSAP	1.5800012	7.46e-22
STAC	1.57946904	1.26e-26
PEAR1	1.57896993	3.35e-32
SNX1	1.57874881	1.49e-36
ELF5	1.57859054	3.97e-11
HLA-E	1.57842635	1.68e-27
PPP1R15A	1.57790519	1.01e-20
ETS2	1.57519299	3.78e-23
LILRB2	1.57419355	1.72e-18
FMO3	1.573893	4.33e-11
NR4A1	1.57370419	9.01e-20
ZEB1	1.57358784	3.74e-34
TLNRD1	1.57289876	3.44e-28
CSF3R	1.57259775	8.78e-22
NPR3	1.57245121	1.91e-21
ITGB6	1.56811382	1.26e-08
GJA5	1.56806323	1.32e-14
ENG	1.56708418	1.35e-28
TREM1	1.56663541	1.79e-10
PHACTR2	1.56640741	1.71e-32
HAS2	1.56570614	1.61e-14
RTN1	1.56150335	7.49e-13
ANPEP	1.56126429	1.3e-17
DUOXA1	1.56104912	2.75e-29
TNFSF13	1.56089071	8.94e-23
ADRA1A	1.56087751	2.96e-31
DOCK9	1.56001763	8.27e-23
RERG	1.55850121	4.45e-19
MGP	1.55820431	8.93e-17
KCNJ5	1.55611695	2.31e-21
ABCG2	1.55596389	3.73e-19
PLPP3	1.55509	4.29e-29
PLCE1	1.55223381	6.4e-25
LSAMP	1.54964459	1.23e-23
TYROBP	1.54882892	1.49e-19
LILRA2	1.54814226	8.82e-27
GNAQ	1.54700085	1.47e-37
CASQ2	1.5460971	1.53e-28
SYNPO	1.54586455	3.46e-33
CLIC2	1.54493773	5.6e-17
HLA-DMA	1.54445237	6.3e-15
SLC22A3	1.54373133	1.6e-14
CCRL2	1.5431178	2.13e-25
SPATA18	1.54193979	8.15e-18
DAB2	1.54160836	2.7e-26
CCN1	1.54145962	1.77e-15
DNAJC15	1.54143212	1.78e-32
PTPRG	1.54042703	6.16e-21
GAB1	1.54008815	6.26e-24
CARD16	1.53912044	1.45e-19
MYH10	1.53904064	4.83e-28
