Updated.gene.symbol	logFC	P.Value
CRABP2	-2.3766056	6.68e-11
PROM2	-2.3758185	1.04e-09
FOXM1	-2.3750201	1.03e-12
S100A7	-2.3737244	0.00039
PITX1	-2.3720537	1.57e-07
HJURP	-2.3693875	5.19e-19
PLPP2	-2.3692685	1.94e-25
EPN3	-2.3559165	1.21e-28
KNL1	-2.3494102	1.52e-15
FAM83A	-2.3462241	5.46e-12
FERMT1	-2.3441408	1.22e-18
TK1	-2.3421837	7.42e-14
GOLM1	-2.3382676	4.26e-15
STEAP1	-2.3243962	9.09e-11
KIF2C	-2.3232663	6.69e-15
KISS1R	-2.3200751	1.05e-09
KIF23	-2.3195455	1.46e-12
SGPP2	-2.3110219	1.72e-12
SPRR3	-2.3100942	0.000147
KRT16	-2.3084645	3.78e-07
LY6K	-2.2928655	3.13e-08
S100P	-2.2915455	4.61e-05
PHLDA2	-2.2758567	3.09e-18
IGSF9	-2.2713214	3.55e-14
PTTG1	-2.2688884	3.46e-19
CENPE	-2.2677635	8.13e-15
TRIM59	-2.2611744	3.68e-22
DNAH14	-2.2523603	2.02e-17
AFAP1-AS1	-2.2470426	6.86e-09
LRRC15	-2.2462466	9.01e-08
PPP2R2C	-2.2434177	6.99e-07
CDC6	-2.2398889	1.91e-12
CENPK	-2.2088625	4.19e-16
SPC25	-2.2031304	7e-13
MMP9	-2.1980103	8.62e-11
UCHL1	-2.1978848	5.51e-07
CCNE2	-2.195864	2.28e-08
KRT15	-2.1921999	3.48e-05
HELLS	-2.1920428	8.84e-16
AURKB	-2.1897944	8.33e-14
IGKV4-1	-2.1833056	2.15e-11
COL5A2	-2.1826182	3.4e-15
MND1	-2.1706105	1.32e-13
FAP	-2.1694621	3.04e-14
CEMIP	-2.1683666	4.53e-10
GCNT3	-2.1625696	1.71e-09
KIF18B	-2.1601005	7.25e-16
COCH	-2.1566185	2.7e-07
DSG3	-2.1544048	0.00334
IQGAP3	-2.1464011	4.87e-13
RMI2	-2.1374954	6.97e-15
E2F7	-2.134169	1.12e-08
GTSE1	-2.1265434	6.9e-14
CCDC34	-2.1264225	8.6e-20
IGF2BP3	-2.1247645	1.55e-05
STYK1	-2.1201095	2.44e-11
MMP3	-2.11972	8.46e-07
KIF15	-2.1142065	1.22e-13
SLC12A8	-2.1133688	1.83e-26
SLC44A5	-2.1089893	4.73e-07
PLOD2	-2.104528	5.77e-16
OIP5	-2.0952748	1.82e-10
GALNT14	-2.0933303	4.07e-11
NEIL3	-2.087851	1.63e-11
BMAL2	-2.087785	1.29e-10
PAFAH1B3	-2.0850675	4.68e-22
COL3A1	-2.0837645	1.17e-21
XDH	-2.0820866	1.61e-10
DSG2	-2.0784381	2.36e-17
SPRR2D	-2.0725107	0.000475
WDR72	-2.0704297	0.00191
EXO1	-2.0630572	8.45e-17
DIO2	-2.0564877	2.83e-11
GPT2	-2.0561998	4.67e-18
LYPD3	-2.055662	1.86e-08
MMP13	-2.055336	1.08e-05
RAD51AP1	-2.0528736	3.22e-11
SLC2A5	-2.0474621	8.9e-12
TWIST1	-2.0446106	2.89e-08
PAICS	-2.0384876	2.43e-16
LGSN	-2.0361545	0.000467
CBLC	-2.0327905	1.06e-16
RHOV	-2.0252548	3.62e-10
COL1A2	-2.022929	2.43e-16
ANP32E	-2.0218095	3.07e-18
FBXO32	-2.0166084	3.58e-15
MDK	-2.0127264	7.63e-17
PITX2	-2.0126435	2.97e-06
FAM83D	-2.0097511	2.7e-09
H2BC5	-2.0090892	1.37e-21
PKP2	-2.00485	1.16e-06
FHL2	-1.9998636	2.02e-13
LGR4	-1.9944757	1.15e-16
CTTN	-1.984887	3.44e-11
NQO1	-1.9802305	3.01e-08
UCK2	-1.9782417	8e-14
ECE2	-1.9723464	5.71e-21
CDT1	-1.9707306	2.39e-17
TMPRSS11E	-1.9689478	1.98e-07
LMNB1	-1.9670078	7.94e-15
PLPP4	-1.9604797	1.4e-09
EZH2	-1.9587733	6.1e-13
GPR37	-1.9587158	2.12e-06
CDC45	-1.9583755	1.64e-13
C5orf46	-1.9568334	1.75e-10
CDKN2A	-1.9562768	1.34e-05
H4C12	-1.9496603	9.03e-25
TRIP13	-1.9444766	5.19e-09
HMGA2	-1.9423149	5.44e-05
RASSF6	-1.9350291	7.33e-12
JPT1	-1.9254873	7.8e-19
SUGCT	-1.9205968	8.01e-14
AIM2	-1.9194122	5.05e-07
ALDH3B2	-1.918655	1.35e-09
OCIAD2	-1.91605	4.77e-26
SLC7A5	-1.9137904	2.03e-09
CDCA8	-1.9131289	2.63e-13
RAD51	-1.9126218	3.37e-14
ZIC2	-1.9124083	3.1e-06
BAIAP2L1	-1.9121361	3.48e-15
RACGAP1	-1.9102329	2.99e-13
CABYR	-1.9078147	1.24e-07
CDCA5	-1.9072594	5.15e-14
RGS17	-1.9057549	2.43e-07
IGFBP3	-1.9029391	1.08e-14
STIL	-1.9021312	1.06e-12
GGH	-1.9011652	2.25e-13
RPL39L	-1.8946216	1.37e-13
LY6D	-1.8873418	1.51e-05
TNNT1	-1.8853705	4.08e-06
FCRL5	-1.8829851	6.32e-08
MXRA5	-1.88224	6.86e-10
CCN4	-1.8801957	4.07e-11
ATAD2	-1.8782003	4.6e-12
CA12	-1.8747683	9.16e-07
NTS	-1.8742293	0.0209
GCLC	-1.8742109	1.03e-09
IGK	-1.8718646	1.06e-08
RUNX2	-1.8675766	5.8e-13
SPOCK1	-1.8675132	1.2e-06
CDCA2	-1.8659162	1.02e-12
NCALD	-1.8627763	2.41e-08
COL5A1	-1.8609979	3.52e-12
NOX4	-1.8587497	5.43e-08
MCM2	-1.8576581	2.45e-12
RFC4	-1.8534865	8.72e-14
AK4	-1.8516985	2.33e-07
SIX4	-1.8495005	4.08e-14
PRAME	-1.8477309	6.37e-06
PPAT	-1.8466702	2.25e-15
CENPN	-1.8463342	2e-14
MAGEA12	-1.8447929	0.00067
NCAPH	-1.8398553	8.18e-12
GMNN	-1.8397423	2.57e-18
CKAP2L	-1.8274187	4.81e-15
FAM199X	-1.8226724	2.71e-24
CLCA2	-1.8223105	0.00658
PLAU	-1.8212896	3.01e-11
GPX8	-1.8166741	5.09e-15
BIK	-1.8028498	8.67e-13
UQCC2	-1.8014932	1.12e-28
TENM4	-1.8010003	1.18e-15
SERPINB4	-1.7986167	0.00388
SHCBP1	-1.7965246	7.71e-12
APOBEC3B	-1.7952465	3.77e-06
HOXA10	-1.7935634	1.16e-06
SERPINE2	-1.7922029	6.59e-08
SGO2	-1.7869069	3.86e-17
ITGA11	-1.786554	4.61e-11
TFF1	-1.7826632	0.000201
PI15	-1.7784642	3.33e-06
PYCR1	-1.7783849	1.3e-21
KRT80	-1.7774254	1.49e-08
H2BC9	-1.7698034	1.5e-15
CKS1B	-1.7687844	2.2e-12
NET1	-1.7682586	1.21e-13
TNS4	-1.7612541	7.52e-08
NPM3	-1.7585012	1.88e-22
POLE2	-1.7565241	3.93e-13
MARVELD3	-1.7553182	3.12e-33
CENPH	-1.7512183	3.48e-16
SUV39H2	-1.7490693	5.39e-13
GAL	-1.747434	5.66e-05
FGA	-1.7444309	0.0166
FGL1	-1.7419528	0.000178
CERS6	-1.7408316	4.54e-11
PAEP	-1.738318	0.000373
MB	-1.7380684	2.69e-08
PGM2L1	-1.7325903	3.97e-11
TPBG	-1.7307284	3.63e-15
FKBP11	-1.72841	6.79e-16
PDK1	-1.7222161	3.8e-15
PDIA4	-1.7215422	7.76e-18
AHNAK2	-1.719008	1.07e-10
PIMREG	-1.7189833	3.07e-14
PKP1	-1.7175461	0.00107
DERL3	-1.7172127	8.4e-10
H3C10	-1.7170892	3.87e-09
IGHA1	-1.7142833	4.16e-09
MAP7D2	-1.7114272	7.52e-09
CDC25A	-1.7106517	1.23e-15
EEF1A2	-1.7091802	1.77e-05
RALGPS2	-1.7081859	8.05e-18
KDELR3	-1.7072738	1.72e-14
SERPINB3	-1.7057932	0.0156
KCNN4	-1.7034259	2.2e-07
C12orf56	-1.7020936	8.44e-07
MMP10	-1.7017291	0.00624
FEN1	-1.6988588	1.64e-14
VCAN	-1.6970807	2.56e-08
TNPO1	-1.6949383	9.63e-36
IL20RB	-1.6929244	0.000294
DTL	-1.692593	2.49e-07
HOOK1	-1.6913303	8.12e-19
COMP	-1.6838797	5.87e-05
PALS2	-1.6797579	2.52e-18
LAD1	-1.6750137	2.62e-15
CALML3	-1.6718382	0.00339
UPK1B	-1.6716776	0.00272
ADGRF4	-1.6675532	4.29e-08
MEX3A	-1.663181	1.2e-11
XPR1	-1.6591623	4.62e-18
UBD	-1.6586306	2.3e-07
PLEK2	-1.6580053	1.1e-14
NCAPG2	-1.6576255	2.67e-13
ABCA12	-1.6575968	3.14e-08
GYG2	-1.6557148	3.54e-13
SFN	-1.6537397	3.1e-11
PFKP	-1.6521577	7.85e-15
HORMAD1	-1.6521216	0.000397
IGFL2	-1.6500945	8.09e-08
CCNE1	-1.6426004	2.65e-10
TMEM132A	-1.6403774	9.75e-17
POU2AF1	-1.6366305	6.24e-06
NLN	-1.6365737	1.07e-23
CILP2	-1.6341057	3.71e-08
RASGEF1A	-1.6315866	1.02e-07
DBF4	-1.6275515	4.11e-12
SESN3	-1.6267252	0.00102
ALDH18A1	-1.6254563	1.25e-32
GGCT	-1.6247142	1.98e-22
HHIPL2	-1.6184722	1.13e-05
RNASEH2A	-1.6178624	9.57e-14
KIAA1217	-1.616865	7.64e-18
ESPL1	-1.6145846	6.84e-13
SERPINB13	-1.6140081	0.0144
GCLM	-1.6121285	4.82e-09
MYBL2	-1.6101226	6.89e-15
AOC1	-1.6067413	0.00025
PCSK1	-1.6062839	0.00745
KRT5	-1.6050739	0.0227
PMAIP1	-1.603617	1.89e-06
CEACAM5	-1.6005604	0.0115
SLC6A8	-1.5997617	7.38e-07
P3H4	-1.5990931	9.54e-15
DUXAP8	-1.5988509	1.25e-09
CNFN	-1.5967375	1.26e-09
MTHFD2	-1.5962698	6.85e-16
LOXL2	-1.5948535	9.16e-10
TXNDC17	-1.5909099	1.17e-15
MSI2	-1.5906777	6.17e-19
SHOX2	-1.5856108	4.64e-07
CT83	-1.5794294	0.000676
PLPP5	-1.5789471	3.26e-14
GJB3	-1.5758587	7.16e-09
SPAG4	-1.5754452	5.65e-13
HOXD10	-1.5747119	6.82e-07
MELTF	-1.5719394	3.5e-09
THY1	-1.5710204	1.23e-12
FIRRM	-1.564379	4.73e-11
RPP40	-1.5615829	5.85e-18
EPHX3	-1.5599389	1.62e-11
FAM111B	-1.5593899	7.35e-08
LINC01116	-1.5592507	1.26e-06
MLLT11	-1.558446	5.61e-07
H2BC10	-1.5569491	5.41e-20
GFPT1	-1.5541728	1.86e-20
UBE2S	-1.554116	7.52e-11
SYT12	-1.5538187	5.65e-10
IGKV1OR1-1	-1.5522259	1.14e-09
WDHD1	-1.551896	2.85e-12
TROAP	-1.5510645	1.48e-14
SRPX2	-1.5503848	1.6e-08
PPP1R14D	-1.5460124	5.61e-05
CPS1	-1.545112	0.0189
SELENOI	-1.5445103	2.43e-12
TMPO	-1.5438694	1.52e-12
PTGFRN	-1.5390876	1.21e-15
CDK5R1	-1.5387214	4.4e-07
CELSR3	-1.5381359	1.09e-15
PTGES	-1.5357352	5.94e-07
FIGNL1	-1.5309651	1.14e-12
CHAC2	-1.5296678	6.22e-12
HILPDA	-1.5272679	8.8e-07
MTFR2	-1.5255418	1.1e-07
KCNK1	-1.5254571	2.95e-11
CENPW	-1.5249024	3.46e-08
MRPS17	-1.5240727	2.08e-18
TMEM158	-1.5234649	1.64e-07
COL12A1	-1.5216843	0.000243
FUT2	-1.5211889	4.68e-13
MOCOS	-1.5201073	1.12e-07
CHI3L1	-1.5194992	6.11e-06
CKAP2	-1.5118006	4.02e-11
CTSV	-1.5096895	8.2e-08
BLM	-1.5088928	1.28e-15
LCAL1	-1.5052024	0.0012
HMGA1	-1.5051825	1.75e-10
SAPCD2	-1.4998864	3.47e-15
KLHL7	-1.4974454	3.74e-12
ORC6	-1.496796	3.94e-15
TNFRSF17	-1.4965991	0.000104
MPZL1	-1.4961346	8.86e-19
PLAAT1	-1.495855	8.58e-07
CENPL	-1.4958066	3.51e-17
COL7A1	-1.4929013	2.48e-07
SLC35F3	-1.4920722	1.06e-05
KIFC1	-1.4849128	2.18e-13
CENPM	-1.4840147	1.1e-15
TNFRSF21	-1.4839011	6.49e-17
CHGB	-1.4836717	0.000405
SRD5A3	-1.4829651	1.49e-12
TOX3	-1.4820813	0.0209
MFAP2	-1.4818201	2.76e-14
DENND1A	-1.4770124	8.08e-10
ATP11B	-1.4766961	4.72e-09
PAIP1	-1.4760214	3.37e-12
CENPI	-1.4758061	7.7e-10
DTYMK	-1.4728272	1.7e-22
PPIL1	-1.4712221	5.79e-22
AUNIP	-1.4668261	1.08e-10
EIF4EBP1	-1.4651613	1.03e-08
CEP15	-1.4623447	1.06e-17
FDCSP	-1.4621163	7.77e-05
BASP1	-1.459289	2.2e-11
DDIT4L	-1.4588211	8.12e-06
SFXN1	-1.4580088	4.94e-28
CPXM1	-1.4571122	1.61e-08
PHF19	-1.456617	1.46e-11
HGD	-1.4557454	2e-04
QPCT	-1.4555621	2.6e-06
DIPK1A	-1.4531922	6.56e-11
SLC16A1	-1.4507265	0.000145
GBP6	-1.4501149	0.000504
FGF11	-1.4497109	1.08e-11
IBSP	-1.4477481	4.37e-05
H2AC25	-1.4473505	1.32e-08
UGDH	-1.4459102	2.18e-09
MZB1	-1.4428761	9.84e-06
MIS18A	-1.4412836	1.92e-12
KLHDC7B	-1.4409635	2.21e-05
MTA3	-1.4405276	7.32e-24
NGEF	-1.4402099	8.22e-10
MTFR1	-1.4381309	7.23e-16
B3GNT3	-1.4346343	1.8e-13
LEMD1	-1.4337098	3.41e-06
NECTIN4	-1.4332992	8.05e-18
DSC3	-1.4328809	0.0104
PTK2	-1.4325334	1.05e-09
BRIX1	-1.4320931	1.53e-16
EME1	-1.4313017	3.77e-17
PKIB	-1.4297924	0.000251
MIF	-1.4287921	6e-38
DAPL1	-1.4263782	0.0121
RNF24	-1.4262723	1.01e-14
RBIS	-1.4261681	1.04e-07
SORD	-1.4257665	2.09e-10
COL17A1	-1.4255318	5.11e-06
SBF2-AS1	-1.4244336	1.82e-14
TBX15	-1.4239326	2.67e-10
UTP25	-1.4238337	2.52e-20
TNFAIP6	-1.4218236	4.88e-06
PVT1	-1.4202554	1.6e-16
DEPDC7	-1.419138	2.29e-07
SRPK1	-1.4190817	4.46e-19
ACTL6A	-1.418531	3.24e-17
EPHX4	-1.4178835	1.13e-06
SFRP4	-1.4172511	0.000624
SLC35F2	-1.416509	8.97e-15
DSP-AS1	-1.41327	3.73e-06
MAGEA5P	-1.4126693	7.73e-05
KIF21A	-1.4124841	1.46e-10
H2BC12L	-1.4123599	4.58e-11
LYPD1	-1.4108041	3.05e-12
EEF1E1	-1.4083512	1.66e-22
SKA2	-1.4081457	6.4e-17
DCAF13	-1.4075776	7.31e-17
PODXL2	-1.4060968	2.09e-10
GALNT7	-1.4052947	6.81e-09
KDELR2	-1.4039722	2.41e-23
SPRR2C	-1.403962	0.00121
SEMA4B	-1.4036555	9.56e-10
SEC24A	-1.4003541	1.16e-16
ADAMTS12	-1.4001443	1.49e-08
MCM8	-1.3999322	1.22e-12
DSCC1	-1.3999252	1.33e-10
FAT2	-1.398927	0.000147
POLQ	-1.3979251	9.73e-11
DOK5	-1.3973509	2.35e-07
HSPA4L	-1.3930216	6.47e-07
PLEKHG4B	-1.3919742	1.65e-10
ANKRD36BP2	-1.3907456	7.58e-05
CISD2	-1.3903584	8.26e-24
PSMG3	-1.3896891	1.05e-20
C4orf46	-1.3892718	8.38e-14
TNFSF4	-1.3891284	1.98e-08
ZIC1	-1.3879243	0.00219
PI3	-1.3877393	0.00122
ESRP1	-1.3859987	6.41e-10
ORC1	-1.3829847	5e-10
TMEM167A	-1.3825881	9.86e-23
BCL11A	-1.3800922	0.000119
IL4I1	-1.3799987	1.56e-09
CYP27C1	-1.3791757	3.39e-05
SLC25A10	-1.3784429	1.44e-17
TMT1B	-1.3772315	1.45e-06
PFN2	-1.3750552	4.25e-08
ASF1B	-1.3744864	1.37e-10
OLFM4	-1.3730576	0.0279
P4HA1	-1.3728279	4.08e-15
CCNF	-1.3727758	1.21e-19
MAGOHB	-1.3717855	3.24e-16
PUS7	-1.3716567	3.02e-11
IVL	-1.3700719	0.000157
TIMELESS	-1.3699756	4.86e-12
MCM6	-1.3674947	3.75e-12
TDO2	-1.365664	0.000115
EPHB2	-1.3641886	1.8e-16
PRDX4	-1.3635852	9.62e-22
CA9	-1.3634105	8.41e-07
PDGFRL	-1.3608796	7.02e-08
KRT81	-1.3597541	0.000425
TCAM1P	-1.357863	0.000168
PFDN4	-1.3552861	2.05e-26
DSC2	-1.3545772	4.76e-06
OSMR	-1.3545767	4.9e-07
KCNE4	-1.3542804	9.09e-06
HNF4G	-1.3524711	1.42e-07
CCDC167	-1.352352	1.13e-22
SYNJ2	-1.3521395	2.77e-14
TCN1	-1.3520152	0.000862
FAM169A	-1.3503876	5.08e-05
KLC3	-1.3471904	3.7e-11
NUP62CL	-1.3466083	1.02e-05
PTPRH	-1.3455486	3.45e-13
F12	-1.3443662	1.82e-09
PLK4	-1.3422746	6.36e-09
SLAMF7	-1.3413363	9.64e-06
TGFA	-1.3412072	2.5e-05
SLC7A1	-1.3402339	2.08e-08
KCND2	-1.3391391	6.48e-08
LAMP5	-1.3386606	9.3e-07
H2AC8	-1.3378527	4.98e-08
OVOL1	-1.3374834	2.5e-12
FAXC	-1.3373455	3.88e-05
SLC16A14	-1.336886	0.000149
SLC38A1	-1.3363439	9.88e-13
REEP6	-1.3354825	8.81e-08
SMPDL3B	-1.3351273	6.27e-06
KRTCAP3	-1.3349561	8.33e-10
BOLA2	-1.3349266	8.12e-26
UBFD1	-1.3346966	7.88e-17
ASPHD2	-1.3327237	4.88e-16
WNT3	-1.3311166	5.26e-08
NETO2	-1.3299048	3.04e-10
SHMT2	-1.3283194	2.67e-16
S100A9	-1.3282612	0.000304
SLC39A4	-1.327088	8.35e-11
MAGEA11	-1.3268086	0.00134
RNFT2	-1.3245207	3.62e-06
DNA2	-1.3237565	5.83e-13
SPDEF	-1.323603	1.41e-07
DCUN1D5	-1.3232535	7.06e-16
MUC16	-1.3222854	0.00116
SLC4A11	-1.3213457	0.000146
CCT5	-1.3212087	5.71e-15
CD109	-1.3210167	2.96e-06
PERP	-1.320634	7.84e-08
SNRPD1	-1.3196926	2.51e-14
NPM1	-1.3188724	1.86e-21
BZW2	-1.3184552	8.61e-20
CPD	-1.3180725	3.31e-08
PSPH	-1.318002	1.29e-09
SSR1	-1.3179416	1.22e-25
CCL7	-1.3174939	7.97e-07
NPTX2	-1.3172821	9.78e-05
ITGB4	-1.3165269	1.12e-07
CDC25C	-1.3158026	2.09e-10
UCHL5	-1.311635	2.23e-14
BARX1	-1.3089797	0.000121
CXCL6	-1.3086997	0.0239
PLK1	-1.3084154	4.06e-12
SLC50A1	-1.3078995	1.56e-17
TCF3	-1.3059317	4.79e-19
CBX3	-1.3057619	9.14e-23
SBK1	-1.3056771	3.22e-09
PLA2G4A	-1.3054703	0.000687
TSPAN6	-1.3048345	1.1e-11
ETV4	-1.304573	2.1e-16
HES6	-1.3031501	3.46e-07
H1-2	-1.3018321	5.71e-10
MRPL13	-1.3007226	9.71e-17
DUS4L	-1.3002606	3.95e-10
CALML5	-1.2980907	3.03e-05
KRT86	-1.2978188	1.45e-06
TIPIN	-1.2961999	5.44e-14
ELMOD2	-1.2959455	2.14e-16
VTCN1	-1.2955379	0.000634
GTPBP4	-1.2941892	2.59e-14
C1orf53	-1.292582	1.7e-07
SPC24	-1.2922793	2.94e-14
WDR12	-1.2913824	8.83e-19
TPD52	-1.2913735	4.86e-10
IDH2	-1.2898541	9.31e-16
H2BC6	-1.2897318	4.09e-15
SOX4	-1.2895746	2.04e-10
SUSD4	-1.2891716	0.00014
PKP3	-1.2875112	2.77e-18
C5orf34	-1.2855449	7.51e-09
CYP27B1	-1.2839662	8.81e-08
ALPK2	-1.2813964	1.73e-08
TMEM14A	-1.2782922	7.03e-15
H2AZ2	-1.2780914	3.68e-18
MYCN	-1.2767934	0.00351
UGGT1	-1.2766021	5.46e-26
LOX	-1.2762771	1.18e-06
SYT13	-1.2749839	0.00897
BOLA3	-1.273109	8.95e-22
MANF	-1.2725199	4.57e-24
TFB2M	-1.2712544	9.15e-25
NDC1	-1.2707251	4.17e-07
RASAL1	-1.2697976	6.18e-14
CXCL14	-1.2696846	0.0242
CHRNA5	-1.2696411	1.33e-07
MRPL19	-1.2695627	4.27e-18
ADAM28	-1.2695221	8.09e-08
CHAF1B	-1.2661607	1.16e-13
NFE2L3	-1.2657126	5.02e-09
RPL22L1	-1.2650029	1.53e-14
MPHOSPH9	-1.2639458	9.74e-14
KRT19	-1.2602842	3.85e-06
COX20	-1.2588298	4.96e-20
TMEM182	-1.2587608	2.57e-13
GRHL1	-1.2585794	4.91e-07
PCNA	-1.2583269	3.06e-13
BACE2	-1.2563694	1.18e-07
SKA3	-1.2562071	4.8e-12
H4C8	-1.2560396	5.66e-08
MNX1	-1.255131	4.89e-11
ALDH1L2	-1.2546519	1.37e-06
CALU	-1.2536181	3.92e-14
KIF2A	-1.2534696	2.26e-18
ENC1	-1.2524801	3.16e-08
ZNF280B	-1.2524607	9.79e-08
SLC39A14	-1.2522542	8.84e-11
MRPL30	-1.2513682	3.19e-17
MRPS33	-1.2508994	1.31e-24
FAM210A	-1.2497069	1.65e-10
VCAM1	-1.2494112	4.26e-06
E2F3	-1.2491143	7.33e-12
DHFR	-1.2486621	9.54e-11
MARCKSL1	-1.2479864	4.48e-12
EPYC	-1.247815	0.0023
CEACAM1	-1.2475966	2.47e-05
BEAN1	-1.2475203	0.000514
SERINC2	-1.2472124	9.32e-09
CXADR	-1.2466995	2.08e-05
HOXC10	-1.2453995	0.00081
TMEM79	-1.2441416	2.84e-10
GPR15LG	-1.2437818	0.00322
TNC	-1.2436535	0.0012
FOXA3	-1.2432268	1.39e-06
RHBDL2	-1.2425331	1.18e-11
PDCD2L	-1.2418143	1.82e-15
GAPDH	-1.2404184	9.34e-16
PTS	-1.2402538	3.28e-17
CRLF1	-1.2386273	0.00842
NUDT1	-1.2377572	3.74e-14
ZNF367	-1.2372538	6.5e-06
UBE2QL1	-1.2367203	0.000125
NUP155	-1.2364568	8.81e-10
CFAP251	-1.2358784	0.0179
SRPRB	-1.2355467	5.02e-18
ITGB8	-1.2348242	7.41e-05
DONSON	-1.2333839	3.14e-07
MCTS1	-1.2311402	5.23e-23
DDIT4	-1.2309799	9.42e-07
CACYBP	-1.2309619	1.19e-14
TNFSF11	-1.2295797	0.000116
HSF2BP	-1.229389	1.21e-11
FMO1	-1.228193	1.55e-05
GNPNAT1	-1.2277396	5.76e-19
TFAP2C	-1.227331	1e-07
IER5L	-1.2271971	1.13e-12
TMEM106B	-1.2253071	1.92e-16
FBXO45	-1.2247232	4.82e-10
THNSL1	-1.2230331	3.31e-13
GALNT3	-1.2223865	1.59e-07
MRPL36	-1.2222739	4.83e-20
MTFP1	-1.2213958	1.27e-19
MRPL15	-1.2207487	1.27e-15
ACP1	-1.2206393	9.12e-14
SLC41A2	-1.2201292	8.47e-10
DKC1	-1.219953	6.49e-18
DPY19L1	-1.2197547	7.3e-07
ZWILCH	-1.2196931	2.88e-08
APOOL	-1.2195278	1.14e-15
GJB5	-1.218603	1.93e-05
YKT6	-1.2182138	2.01e-14
